Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	METAP2	Methionine aminopeptidase 2	2	2	P50579	P50579	2	2	2	52.891	4.8	-0.0919857	5.97E-01	27.6904	0	27.8081	0	28.1706	0	28.1046	0	27.9784	0	27.8621	0	
	HBS1L	HBS1-like protein	5	5	Q9Y450	Q9Y450	5	5	5	75.472	12.1	0.074386	8.49E-01	27.4524	0	28.3019	0	27.8078	0	28.1063	0	27.2449	0	27.9878	0	
	ACSL4	Long-chain-fatty-acid--CoA ligase 4	7	7	O60488;O95573	O60488	7;1	7;1	7;1	79.187	12.2	-0.916806	3.25E-01	25.5288	1	27.9473	0	27.8859	0	28.4157	0	27.8829	0	27.8138	0	
	CCAR2	Cell cycle and apoptosis regulator protein 2	5	5	Q8N163	Q8N163	5	5	5	102.9	6.3	-0.0448214	6.54E-01	27.7892	0	27.9124	0	27.7811	0	28.0113	0	27.8796	0	27.7264	0	
	DDX1	ATP-dependent RNA helicase DDX1	6	6	Q92499	Q92499	6	6	6	82.431	11.5	0.138284	4.76E-01	28.1991	0	27.6312	0	27.9876	0	27.8146	0	27.6929	0	27.8955	0	
	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	1	1	P23469	P23469	1	1	1	80.641	1.9	0.202479	9.02E-01	24.8294	1	28.7738	0	26.121	1	25.5453	1	25.1799	1	28.3915	0	
	USP5	Ubiquitin carboxyl-terminal hydrolase 5	9	9	P45974	P45974	9	9	9	95.785	14	0.0515353	8.35E-01	28.278	0	27.7515	0	27.5522	0	27.9591	0	27.7999	0	27.668	0	
	LRRC59	Leucine-rich repeat-containing protein 59	2	2	Q96AG4	Q96AG4	2	2	2	34.93	7.2	-0.481455	1.25E-01	28.1549	0	27.6303	0	27.3427	0	28.0607	0	28.1933	0	28.3183	0	
	MAP3K1	Mitogen-activated protein kinase kinase kinase 1	7	7	Q13233	Q13233	7	7	7	164.47	5.5	0.119894	6.14E-01	28.2929	0	28.5211	0	27.9489	0	28.2305	0	28.3206	0	27.852	0	
	RANBP1	Ran-specific GTPase-activating protein	5	5	P43487;Q9C010	P43487	5;1	5;1	5;1	23.31	17.4	0.200129	6.64E-01	28.5374	0	27.8437	0	28.3016	0	27.8289	0	28.7552	0	27.4982	0	
	TP53	Cellular tumor antigen p53	4	4	P04637	P04637	4	4	4	43.653	11.5	0.118036	6.24E-01	28.0147	0	27.7672	0	28.1741	0	28.243	0	27.6522	0	27.7068	0	
	DTL	Denticleless protein homolog	3	3	Q9NZJ0	Q9NZJ0	3	3	3	79.467	5.2	0.173966	1.57E-01	27.7683	0	28.098	0	27.8918	0	27.7982	0	27.7326	0	27.7054	0	
	GIGYF2	PERQ amino acid-rich with GYF domain-containing protein 2	10	10	Q6Y7W6	Q6Y7W6	10	10	10	150.07	9.7	0.356527	6.37E-02	28.1209	0	27.9924	0	28.1606	0	27.4737	0	27.8559	0	27.8747	0	
	FEN1	Flap endonuclease 1	2	2	P39748	P39748	2	2	2	42.592	5.8	0.463963	8.13E-01	28.5431	0	24.7432	1	28.04	0	28.0308	0	23.8377	1	28.0659	0	
	NOMO1;NOMO3;NOMO2	Nodal modulator 1;Nodal modulator 3;Nodal modulator 2	7	7	Q15155;P69849;Q5JPE7	Q15155;P69849;Q5JPE7	7;7;7	7;7;7	7;7;7	134.32	5.9	0.193244	4.74E-01	28.0023	0	28.5198	0	28.2936	0	27.8255	0	27.9514	0	28.4592	0	358;360
	NEDD8	NEDD8	1	1	Q15843	Q15843	1	1	1	9.0714	17.3	-0.865175	3.54E-01	25.2671	1	27.4849	0	27.8576	0	27.7049	0	27.4516	0	28.0486	0	
	HERC4	Probable E3 ubiquitin-protein ligase HERC4	7	7	Q5GLZ8	Q5GLZ8	7	7	7	118.56	6.9	0.420379	2.19E-01	28.3945	0	27.7283	0	27.9643	0	27.8735	0	27.1874	0	27.7651	0	
	PSMC3	26S protease regulatory subunit 6A	6	6	P17980	P17980	6	6	6	49.203	15.7	-0.813293	5.59E-01	28.3405	0	24.4681	1	28.2118	0	28.0857	0	27.7018	0	27.6728	0	
	TUT1	Speckle targeted PIP5K1A-regulated poly(A) polymerase	3	3	Q9H6E5	Q9H6E5	3	3	3	93.846	5.4	0.0375493	8.51E-01	27.8667	0	28.0779	0	27.5675	0	27.6746	0	27.6965	0	28.0284	0	
	CDC5L	Cell division cycle 5-like protein	7	7	Q99459	Q99459	7	7	7	92.25	12.6	-0.376805	7.82E-01	24.5242	1	28.3697	0	28.3044	0	27.4475	0	27.5235	0	27.3577	0	
	UBR4	E3 ubiquitin-protein ligase UBR4	10	10	Q5T4S7	Q5T4S7	10	10	10	573.83	2.2	0.111315	2.13E-01	28.0444	0	28.1834	0	28.2609	0	28.1173	0	28.0604	0	27.9771	0	
	HAUS6	HAUS augmin-like complex subunit 6	4	4	Q7Z4H7	Q7Z4H7	4	4	4	108.62	5.4	0.0204938	8.27E-01	27.5953	0	27.6703	0	27.7486	0	27.5231	0	27.6438	0	27.7859	0	
	EFCAB12	EF-hand calcium-binding domain-containing protein 12	1	1	Q6NXP0	Q6NXP0	1	1	1	66.55	2.1	0.792596	5.36E-01	24.6166	1	27.5945	0	24.2383	1	23.6915	1	25.2159	1	25.1643	1	
	PRDX2	Peroxiredoxin-2	5	4	P32119	P32119	5	4	4	21.892	20.2	-0.0981248	7.18E-01	27.7202	0	28.2718	0	28.0652	0	27.8589	0	28.5006	0	27.992	0	
	TLE3;TLE2;TLE1	Transducin-like enhancer protein 3;Transducin-like enhancer protein 2;Transducin-like enhancer protein 1	3	1	Q04726;Q04725;Q04724	Q04726;Q04725;Q04724	3;2;2	3;2;2	1;0;0	83.416	4.8	-0.0814432	9.61E-01	24.7899	1	27.2757	0	28.2205	0	24.4957	1	28.1038	0	27.9309	0	
	ATP2B1	Plasma membrane calcium-transporting ATPase 1	5	2	P20020;Q16720;Q01814	P20020	5;2;2	5;2;2	2;0;1	138.75	5.2	-0.755179	5.33E-01	28.1684	0	28.1074	0	24.8728	1	27.7244	0	27.4906	0	28.1991	0	
	VCPIP1	Deubiquitinating protein VCIP135	8	8	Q96JH7	Q96JH7	8	8	8	134.32	9.4	-0.167333	6.61E-01	27.5266	0	27.048	0	27.9956	0	27.467	0	27.465	0	28.1403	0	
	RPSA	40S ribosomal protein SA	3	3	P08865	P08865	3	3	3	32.854	12.9	-0.0809714	7.56E-01	27.6237	0	27.6836	0	28.1107	0	27.6793	0	27.718	0	28.2637	0	
	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	5	5	P42167;P42166	P42167;P42166	5;3	5;3	5;3	50.67	12.8	0.345559	2.13E-01	28.3956	0	27.9376	0	27.7456	0	27.9242	0	27.6477	0	27.4703	0	
	TCEB2	Transcription elongation factor B polypeptide 2	4	4	Q15370	Q15370	4	4	4	13.133	33.1	-0.254321	2.72E-01	27.741	0	27.8532	0	27.711	0	28.3949	0	27.7351	0	27.9383	0	
	KARS	Lysine--tRNA ligase	6	6	Q15046	Q15046	6	6	6	68.047	11.9	-0.32103	3.07E-01	27.1515	0	27.3396	0	27.7706	0	27.6037	0	27.4775	0	28.1436	0	
	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	O15344;Q9UJV3	O15344	5;1	5;1	5;1	75.25	9.1	0.135758	5.44E-01	27.7708	0	27.514	0	27.7914	0	27.5003	0	27.9001	0	27.2685	0	
	SRSF9	Serine/arginine-rich splicing factor 9	5	4	Q13242	Q13242	5	4	4	25.542	21.3	-0.327092	3.79E-01	27.5991	0	27.5035	0	27.656	0	27.4324	0	27.7667	0	28.5407	0	
	MMS19	MMS19 nucleotide excision repair protein homolog	6	6	Q96T76	Q96T76	6	6	6	113.29	6.8	0.0615228	3.04E-01	27.5548	0	27.6887	0	27.6235	0	27.6216	0	27.5	0	27.5609	0	
	Sep-02	Septin-2	4	4	Q15019	Q15019	4	4	4	41.487	9.4	0.160263	7.08E-01	27.7941	0	28.2828	0	27.5034	0	27.9874	0	27.0487	0	28.0633	0	
	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	7	7	Q92538	Q92538	7	7	7	206.44	3.7	0.211609	5.47E-01	27.6801	0	28.2042	0	28.4452	0	27.6751	0	27.6614	0	28.3582	0	
	EIF3E	Eukaryotic translation initiation factor 3 subunit E	6	6	P60228	P60228	6	6	6	52.22	14.4	-0.708922	4.21E-01	27.0165	0	28.5646	0	25.8951	1	27.91	0	27.5588	0	28.1342	0	
	PGRMC1	Membrane-associated progesterone receptor component 1	5	5	O00264	O00264	5	5	5	21.671	23.1	0.0411167	8.61E-01	28.1406	0	28.0614	0	27.6768	0	28.251	0	27.7718	0	27.7327	0	
	RFC4	Replication factor C subunit 4	5	5	P35249	P35249	5	5	5	39.681	16.5	0.196456	5.40E-01	27.8863	0	27.5278	0	28.2387	0	27.9743	0	27.2786	0	27.8105	0	
	KLC1	Kinesin light chain 1	5	5	Q07866;Q9NSK0	Q07866	5;1	5;1	5;1	65.309	9.6	-0.200681	2.32E-01	27.6895	0	27.4425	0	27.2332	0	27.5571	0	27.7443	0	27.6659	0	
	RABGEF1	Rab5 GDP/GTP exchange factor	2	2	Q9UJ41	Q9UJ41	2	2	2	79.37	2.4	0.478005	7.80E-01	28.1117	0	28.4022	0	24.967	1	28.2568	0	27.3699	0	24.4201	1	
	STAG2	Cohesin subunit SA-2	5	5	Q8N3U4;Q8WVM7	Q8N3U4	5;1	5;1	5;1	141.32	4.5	0.362173	3.20E-01	27.2966	0	27.4571	0	28.3042	0	27.4439	0	27.3124	0	27.215	0	
	NAP1L4	Nucleosome assembly protein 1-like 4	3	2	Q99733	Q99733	3	2	2	42.823	9.6	0.860758	3.91E-01	27.8988	0	28.0739	0	27.5627	0	25.2341	1	27.6434	0	28.0757	0	
	VBP1	Prefoldin subunit 3	3	3	P61758	P61758	3	3	3	22.658	16.8	-0.928019	3.18E-01	27.5799	0	27.5482	0	25.5727	1	27.9578	0	28.5716	0	26.9554	0	
	CAB39	Calcium-binding protein 39	5	5	Q9Y376;Q9H9S4	Q9Y376	5;1	5;1	5;1	39.869	10.6	0.399481	6.65E-02	27.711	0	28.1625	0	27.9252	0	27.6895	0	27.5397	0	27.3711	0	
	NACA	Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form	2	2	Q13765;E9PAV3	Q13765;E9PAV3	2;2	2;2	2;2	23.384	13.5	0.248192	3.73E-01	28.085	0	28.1033	0	27.7566	0	28.1279	0	27.3645	0	27.7078	0	
	SLC1A3	Excitatory amino acid transporter 1	2	2	P43003	P43003	2	2	2	59.572	5.9	0.0170835	8.70E-01	27.7029	0	27.6295	0	27.436	0	27.6751	0	27.4773	0	27.5647	0	
	COPS2	COP9 signalosome complex subunit 2	3	3	P61201	P61201	3	3	3	51.596	5.9	0.0732886	6.70E-01	27.9404	0	27.6353	0	27.6541	0	27.7843	0	27.8066	0	27.4191	0	
	RNF2	E3 ubiquitin-protein ligase RING2	3	3	Q99496;Q06587	Q99496	3;1	3;1	3;1	37.655	10.4	0.0542113	7.09E-01	27.5048	0	27.7042	0	27.841	0	27.6938	0	27.7488	0	27.4448	0	
	CAD	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	6	6	P27708	P27708	6	6	6	242.98	3.1	0.333399	2.38E-01	27.9904	0	27.8852	0	28.3838	0	27.6028	0	27.5327	0	28.1237	0	
	POLR2B	DNA-directed RNA polymerase II subunit RPB2	4	4	P30876	P30876	4	4	4	133.9	3.8	0.21004	4.14E-01	27.91	0	27.8474	0	28.1334	0	28.1214	0	27.7581	0	27.3812	0	
	IPO7	Importin-7	5	5	O95373	O95373	5	5	5	119.52	6.9	-0.0225684	8.95E-01	27.68	0	27.4855	0	27.229	0	27.5891	0	27.3016	0	27.5715	0	
	STX4	Syntaxin-4	3	3	Q12846	Q12846	3	3	3	34.18	10.4	0.068922	8.32E-01	27.9952	0	27.9126	0	27.1899	0	27.5071	0	27.9601	0	27.4237	0	
	CCDC93	Coiled-coil domain-containing protein 93	3	3	Q567U6	Q567U6	3	3	3	73.197	4.8	-0.369334	1.55E-01	27.1994	0	27.3871	0	27.1933	0	28.0217	0	27.3549	0	27.5112	0	
	RTCB	tRNA-splicing ligase RtcB homolog	3	3	Q9Y3I0	Q9Y3I0	3	3	3	55.21	5.3	0.659624	7.62E-01	28.2192	0	23.478	1	28.1189	0	24.6133	1	28.5591	0	24.6648	1	
	HECTD3	E3 ubiquitin-protein ligase HECTD3	3	3	Q5T447	Q5T447	3	3	3	97.112	4.3	-0.200133	4.43E-01	27.1526	0	27.349	0	27.4218	0	27.1956	0	27.9349	0	27.3932	0	
	ELAVL1	ELAV-like protein 1	3	2	Q15717	Q15717	3	3	2	36.091	10.4	-0.894398	4.76E-01	24.6758	1	28.1149	0	27.2095	0	27.9656	0	26.5923	0	28.1253	0	
	NPLOC4	Nuclear protein localization protein 4 homolog	4	4	Q8TAT6	Q8TAT6	4	4	4	68.119	7.9	0.315992	1.29E-01	27.7864	0	27.4713	0	27.6909	0	27.0714	0	27.3983	0	27.531	0	
	AKAP12	A-kinase anchor protein 12	5	5	Q02952	Q02952	5	5	5	191.48	4	0.425052	1.75E-01	27.9894	0	27.8872	0	28.2914	0	27.2493	0	28.0384	0	27.6051	0	
	CS	Citrate synthase, mitochondrial	3	3	O75390	O75390	3	3	3	51.712	7.3	0.736526	3.92E-01	27.7688	0	27.2463	0	29.0846	0	27.9557	0	26.226	1	27.7084	0	
	CBR1	Carbonyl reductase [NADPH] 1	4	3	P16152	P16152	4	4	3	30.375	17.7	-0.215975	5.39E-01	27.2921	0	28.2078	0	27.5853	0	27.559	0	28.0888	0	28.0854	0	
	COPB1	Coatomer subunit beta	6	6	P53618	P53618	6	6	6	107.14	8.2	-0.395916	5.33E-02	27.401	0	27.1118	0	27.0561	0	27.7409	0	27.6148	0	27.401	0	
	NUP93	Nuclear pore complex protein Nup93	3	3	Q8N1F7	Q8N1F7	3	3	3	93.487	3.9	-0.0784378	4.10E-01	27.4937	0	27.3176	0	27.4176	0	27.3985	0	27.6227	0	27.4431	0	
	YWHAG	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	5	2	P61981	P61981	5	2	2	28.302	21.1	-0.321896	2.88E-01	27.1841	0	27.9599	0	27.6037	0	28.1793	0	27.7471	0	27.7871	0	
	WARS	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	7	7	P23381	P23381	7	7	7	53.165	15.3	-0.485004	4.69E-01	27.7006	0	26.3078	0	28.0415	0	27.5787	0	27.505	0	28.4212	0	
	LTA4H	Leukotriene A-4 hydrolase	5	5	P09960	P09960	5	5	5	69.284	8.8	-0.434804	5.28E-01	25.8586	1	27.6057	0	27.7904	0	27.7025	0	27.6036	0	27.2529	0	
	CTNNB1	Catenin beta-1	5	5	P35222	P35222	5	5	5	85.496	6.1	0.237021	2.68E-01	27.7283	0	27.4498	0	27.819	0	27.4367	0	27.1696	0	27.6798	0	
	NUP133	Nuclear pore complex protein Nup133	5	5	Q8WUM0	Q8WUM0	5	5	5	128.98	5	-0.843339	3.88E-01	25.0317	1	27.222	0	27.9084	0	27.4046	0	27.6274	0	27.66	0	
	CIAPIN1	Anamorsin	3	3	Q6FI81	Q6FI81	3	3	3	33.582	12.2	0.70048	1.15E-01	28.061	0	27.5461	0	28.4342	0	27.0564	0	27.102	0	27.7814	0	
	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	7	7	P78344	P78344	7	7	7	102.36	9.6	-0.173832	5.95E-01	26.9362	0	27.7899	0	26.9156	0	27.5548	0	27.3603	0	27.248	0	
	ZW10	Centromere/kinetochore protein zw10 homolog	3	3	O43264	O43264	3	3	3	88.828	4.2	0.0615832	6.94E-01	27.3951	0	27.3056	0	27.5168	0	27.5858	0	27.1315	0	27.3154	0	
	MDH1	Malate dehydrogenase, cytoplasmic	3	3	P40925	P40925	3	3	3	36.426	9.6	-0.924272	4.26E-01	27.8989	0	24.8953	1	28.1326	0	27.7512	0	27.9495	0	27.9988	0	
	PPAT	Amidophosphoribosyltransferase	3	3	Q06203	Q06203	3	3	3	57.398	6.8	0.0469519	7.63E-01	27.4304	0	27.704	0	27.2909	0	27.5744	0	27.2958	0	27.4142	0	
	TNPO3	Transportin-3	5	5	Q9Y5L0	Q9Y5L0	5	5	5	104.2	5.9	-0.280091	5.94E-01	26.6897	0	28.0114	0	26.5639	0	27.1218	0	27.6094	0	27.374	0	
	EMD	Emerin	3	3	P50402	P50402	3	3	3	28.994	12.2	-0.23852	2.20E-01	27.4994	0	27.6461	0	27.6007	0	28.1291	0	27.729	0	27.6038	0	
	TRIM11	E3 ubiquitin-protein ligase TRIM11	4	4	Q96F44	Q96F44	4	4	4	52.774	9.2	-0.641975	6.25E-01	24.1995	1	27.1253	0	28.2661	0	27.3527	0	27.0402	0	27.124	0	
	DNM3;DNM1;DNM2	Dynamin-3;Dynamin-1;Dynamin-2	2	2	Q9UQ16;Q05193;P50570	Q9UQ16;Q05193;P50570	2;1;1	2;1;1	2;1;1	97.745	2.2	0.604403	4.71E-01	27.6036	0	27.7636	0	28.0255	0	27.6566	0	25.7251	1	28.1979	0	
	OCLN	Occludin	5	5	Q16625	Q16625	5	5	5	59.143	12.3	0.325002	8.45E-01	27.2996	0	27.2665	0	24.8376	1	27.9771	0	23.5691	1	26.8825	0	
	HMGB2	High mobility group protein B2	2	2	P26583	P26583	2	2	2	24.033	12.9	-0.14319	7.63E-01	27.1672	0	27.3479	0	27.913	0	28.2605	0	27.6601	0	26.9371	0	
	PEBP1	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	4	4	P30086	P30086	4	4	4	21.057	26.7	-0.107257	9.36E-01	27.3216	0	27.857	0	25.8342	1	24.9222	1	28.0403	0	28.3721	0	
	THOC2	THO complex subunit 2	5	5	Q8NI27	Q8NI27	5	5	5	182.77	3.3	0.470739	3.95E-01	27.7659	0	28.2745	0	27.014	0	27.3325	0	27.7209	0	26.5888	0	
	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	6	6	O60271;Q9UPT6	O60271	6;1	6;1	6;1	146.2	5.8	-0.23149	6.04E-01	27.5048	0	27.8704	0	26.6206	0	27.3782	0	27.9209	0	27.3912	0	
	SEC31A	Protein transport protein Sec31A	4	4	O94979	O94979	4	4	4	133.01	4.2	0.287852	2.44E-01	27.4814	0	27.2694	0	27.4619	0	27.2107	0	26.7331	0	27.4054	0	
	MIA3	Melanoma inhibitory activity protein 3	4	4	Q5JRA6	Q5JRA6	4	4	4	213.7	3.1	0.157403	3.47E-01	27.8827	0	27.5111	0	27.686	0	27.6145	0	27.6585	0	27.3347	0	
	SARS	Serine--tRNA ligase, cytoplasmic	4	4	P49591	P49591	4	4	4	58.777	8.8	0.388323	3.76E-01	27.6564	0	26.8231	0	28.0253	0	27.3952	0	27.1074	0	26.8373	0	
	USP14	Ubiquitin carboxyl-terminal hydrolase 14	3	3	P54578	P54578	3	3	3	56.068	6.9	-0.270628	2.48E-01	26.8943	0	26.8768	0	27.4551	0	27.3768	0	27.2242	0	27.4371	0	
	PSMC4	26S protease regulatory subunit 6B	5	5	P43686	P43686	5	5	5	47.366	11.5	0.483212	2.06E-01	28.005	0	27.466	0	27.5105	0	27.6919	0	26.7762	0	27.0638	0	
	VAMP7	Vesicle-associated membrane protein 7	3	3	P51809	P51809	3	3	3	24.935	12.7	0.185857	6.99E-01	27.8135	0	27.9605	0	27.114	0	28.1695	0	27.0997	0	27.0612	0	
	PNMA1	Paraneoplastic antigen Ma1	4	4	Q8ND90	Q8ND90	4	4	4	39.761	15.3	-0.620228	6.79E-01	27.3606	0	26.1342	1	24.9658	1	27.9234	0	28.0446	0	24.3533	1	
	PEF1	Peflin	2	2	Q9UBV8	Q9UBV8	2	2	2	30.381	6.3	0.910559	4.97E-01	27.8824	0	27.9353	0	25.5972	1	28.0738	0	24.9398	1	25.6697	1	
	RIF1	Telomere-associated protein RIF1	5	5	Q5UIP0	Q5UIP0	5	5	5	274.46	2.8	0.78491	6.15E-02	27.9952	0	27.5613	0	28.1351	0	27.2334	0	27.4734	0	26.6301	0	
	EIF2S3;EIF2S3L	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	3	3	P41091;Q2VIR3	P41091;Q2VIR3	3;2	3;2	3;2	51.109	7	-0.0774097	8.13E-01	27.2213	0	27.6544	0	26.8564	0	27.5239	0	27.5213	0	26.9192	0	
	CROCC	Rootletin	2	2	Q5TZA2	Q5TZA2	2	2	2	228.52	0.8	-0.751772	4.80E-01	27.5894	0	24.6085	1	27.3938	0	27.4447	0	27.1422	0	27.2601	0	
	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3	3	P22061	P22061	3	3	3	24.636	14.5	0.00980949	9.68E-01	27.3972	0	27.7147	0	27.4804	0	27.2882	0	27.9418	0	27.3328	0	
	TJP1	Tight junction protein ZO-1	8	8	Q07157	Q07157	8	8	8	195.46	5.3	0.0292193	8.60E-01	27.5682	0	27.7721	0	27.2877	0	27.4709	0	27.426	0	27.6435	0	
	HK1	Hexokinase-1	7	5	P19367;Q2TB90;P52790	P19367	7;1;1	5;0;0	5;0;0	102.48	7.9	0.252209	1.63E-01	27.1081	0	27.158	0	27.5688	0	27.0113	0	27.0697	0	26.9973	0	
	UFL1	E3 UFM1-protein ligase 1	5	5	O94874	O94874	5	5	5	89.594	6.7	-0.20651	3.66E-01	26.8439	0	26.9041	0	27.2227	0	27.3801	0	27.3428	0	26.8673	0	
	TBCA	Tubulin-specific chaperone A	8	8	O75347	O75347	8	8	8	12.855	37	0.188878	9.17E-01	27.848	0	24.5752	1	28.1539	0	28.2613	0	27.5472	0	24.202	1	
	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	6	4	P62136	P62136	6	6	4	37.512	23.9	0.152765	6.74E-01	27.4533	0	27.6542	0	26.819	0	26.7111	0	27.3382	0	27.4189	0	
	ASCC3	Activating signal cointegrator 1 complex subunit 3	5	5	Q8N3C0	Q8N3C0	5	5	5	251.46	2.4	0.0822226	7.48E-01	27.6765	0	27.6253	0	27.2931	0	27.8443	0	27.3548	0	27.149	0	
	CAPN1	Calpain-1 catalytic subunit	3	3	P07384	P07384	3	3	3	81.889	3.5	-0.149227	4.24E-01	26.9267	0	26.9159	0	27.3883	0	27.3048	0	27.1034	0	27.2704	0	
	BLM	Bloom syndrome protein	2	2	P54132	P54132	2	2	2	159	2.2	-0.3451	8.08E-01	27.3801	0	27.2713	0	23.8322	1	25.2402	1	27.3143	0	26.9644	0	
	WRNIP1	ATPase WRNIP1	6	6	Q96S55	Q96S55	6	6	6	72.132	9.6	0.357421	8.17E-01	24.7444	1	28.203	0	24.6186	1	25.0948	1	27.1099	0	24.2892	1	
	GNB2L1	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	1	1	P63244	P63244	1	1	1	35.076	3.2	0.624503	6.85E-01	28.0333	0	24.2291	1	23.9569	1	25.2708	1	25.4157	1	23.6593	1	
	UBE2L3	Ubiquitin-conjugating enzyme E2 L3	2	2	P68036	P68036	2	2	2	17.861	11.7	0.274014	4.10E-01	27.8716	0	27.0021	0	27.8245	0	27.3923	0	27.1023	0	27.3815	0	
	EIF3G	Eukaryotic translation initiation factor 3 subunit G	5	5	O75821	O75821	5	5	5	35.611	17.8	0.930039	3.86E-01	27.4145	0	27.2799	0	27.08	0	27.2946	0	27.2628	0	24.4269	1	
	ZNF598	Zinc finger protein 598	7	7	Q86UK7	Q86UK7	7	7	7	98.636	8.8	0.160973	2.90E-01	27.3178	0	26.9083	0	27.2454	0	27.0617	0	27.0011	0	26.9258	0	
	SNX27	Sorting nexin-27	4	4	Q96L92	Q96L92	4	4	4	61.264	8.5	-0.854123	4.17E-01	24.4344	1	27.2021	0	27.3159	0	27.1086	0	27.3224	0	27.0838	0	
	PSMD8	26S proteasome non-ATPase regulatory subunit 8	4	4	P48556	P48556	4	4	4	39.611	10	0.143878	2.68E-01	27.3866	0	27.5114	0	27.6686	0	27.278	0	27.5287	0	27.3283	0	
	TBCE	Tubulin-specific chaperone E	5	5	Q15813	Q15813	5	5	5	59.345	10.8	-0.16815	2.49E-01	27.1694	0	27.0893	0	27.4313	0	27.3631	0	27.5333	0	27.298	0	
	AP1M1	AP-1 complex subunit mu-1	5	5	Q9BXS5;Q9Y6Q5	Q9BXS5	5;2	5;2	5;2	48.586	10.6	-0.0193863	9.41E-01	27.4904	0	26.867	0	27.4356	0	27.028	0	27.2913	0	27.5319	0	
	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	5	5	P04843	P04843	5	5	5	68.569	10.4	-0.877144	4.09E-01	24.363	1	27.2347	0	27.1201	0	27.3776	0	26.8291	0	27.1426	0	
	BICD2	Protein bicaudal D homolog 2	2	2	Q8TD16	Q8TD16	2	2	2	93.532	2.7	-0.670026	6.41E-01	25.2878	1	27.9967	0	25.1223	1	27.5475	0	24.9224	1	27.9469	0	
	ESYT1	Extended synaptotagmin-1	5	5	Q9BSJ8	Q9BSJ8	5	5	5	122.85	5.5	-0.236815	8.86E-02	26.9997	0	26.9641	0	26.8775	0	27.0145	0	27.3583	0	27.179	0	
	ANXA11	Annexin A11	5	5	P50995;P27216	P50995	5;1	5;1	5;1	54.389	10.1	-0.0895392	5.01E-01	27.2572	0	26.8965	0	27.2454	0	27.183	0	27.271	0	27.2138	0	
	EIF5B	Eukaryotic translation initiation factor 5B	4	4	O60841	O60841	4	4	4	138.83	4.1	0.342308	1.12E-01	27.5116	0	27.4328	0	27.0323	0	26.8264	0	27.0399	0	27.0835	0	
	USP47	Ubiquitin carboxyl-terminal hydrolase 47	2	2	Q96K76	Q96K76	2	2	2	157.31	1.7	0.70994	2.42E-01	27.5772	0	27.7467	0	27.5311	0	27.4113	0	27.4311	0	25.8828	1	
	SNX2	Sorting nexin-2	5	4	O60749	O60749	5	5	4	58.47	12.7	-0.509277	6.30E-01	27.2278	0	25.2443	1	25.4012	1	27.1135	0	24.9894	1	27.2982	0	
	SCAMP2	Secretory carrier-associated membrane protein 2	1	1	O15127	O15127	1	1	1	36.648	3.6	0.20285	4.31E-01	27.4898	0	27.3561	0	27.1644	0	27.2563	0	27.4241	0	26.7214	0	
	DNMT1	DNA (cytosine-5)-methyltransferase 1	6	6	P26358	P26358	6	6	6	183.16	4.3	0.895353	3.38E-01	27.6063	0	27.653	0	27.2151	0	27.1898	0	27.6083	0	24.9902	1	
	OTUD5	OTU domain-containing protein 5	3	3	Q96G74	Q96G74	3	3	3	60.625	8.8	0.707687	6.45E-01	24.4113	1	28.4436	0	25.1658	0	26.4715	0	25.3719	1	24.0543	1	
	MTDH	Protein LYRIC	3	3	Q86UE4	Q86UE4	3	3	3	63.836	7.7	0.133447	9.17E-01	27.5958	0	25.1616	1	27.3153	0	24.6958	1	27.4303	0	27.5462	0	
