gene	foldChange	pValue	passFilter
CCNC	0.0968266	0.0804637	
POLR2A	-0.0703017	0.642886	
APC	-0.245504	0.264971	
ADRBK1	0.226388	0.809794	
MCM3	0.0129058	0.102175	
AZGP1	0.112825	0.307295	
BRD2	-0.808005	0.428791	
YY1	-0.0139071	0.0226638	
DNAJB1	0.132243	0.371768	
DNAJB2	-0.289989	0.297814	
PSMA1	0.176255	0.421494	
PSMA2	-0.187366	0.693389	
PSMA3	-0.448572	1.11491	
PSMA4	-0.0808169	0.0847428	
S100P	-0.484203	0.282016	
CTNNA2	-0.161396	0.333691	
DNMT1	-0.0296764	0.0766858	
PAX6	-0.766162	0.473667	
RPL13	0.2539	0.636232	
HMGB2	0.105247	0.260575	
PTBP1	0.0806745	0.230579	
TARS	-0.0478846	0.191806	
VARS	-0.102465	0.678302	
ACVR2A	0.243442	0.809853	
STOM	-0.221664	0.550863	
YWHAQ	-0.18435	0.67758	
MARK3	0.231515	0.6884	
MARK3	0.775722	0.315103	
CALML3	-0.469646	0.174126	
CERS1	-0.228732	0.123784	
RPL10	0.511958	0.139566	
RPA1	-0.0287107	0.31503	
APEX1	0.0233396	0.0416495	
DCK	-0.247028	0.0464619	
CAD	-0.173518	1.13624	
PIK3R1	0.26616	0.974579	
PSMA5	0.113872	0.512075	
GSTM2	0.69934	0.596699	
TMOD1	-0.183414	0.135753	
POLD1	-0.0772476	0.396298	
TEAD1	-0.237626	0.157816	
SMARCA1	-0.0197678	0.0706344	
MAPK1	0.365185	0.799991	
RXRB	-0.500807	0.30496	
ERCC5	-0.459951	0.259555	
RBL1	-0.187784	0.520642	
GTF2E1	0.628356	0.540548	
TPP2	0.463736	0.541581	
IMPA1	-0.160403	0.0621606	
EPHA2	-0.175061	1.14481	
MPG	0.406328	0.566238	
CRABP2	-0.235728	0.109103	
KDM5A	0.258745	0.337993	
TKT	0.000881195	0.00440298	
SERPINB3	0.152176	0.23846	
PML	-0.313784	0.504279	
MARCKS	0.654491	0.651466	
GNA11	0.147954	1.17107	
PRDX6	-0.0493495	0.176	
BLVRB	0.552948	0.278161	
PEBP1	0.257464	0.709683	
PPP2R1A	0.137424	0.460069	
PPP2R1B	0.27758	0.645362	
NMT1	0.0949548	0.249771	
HMOX2	0.0496432	0.0836053	
ADSS	0.0691051	0.375764	
LRPAP1	0.70911	1.08698	
ADSL	-0.278016	0.476237	
CLIP1	0.0278473	0.115485	
SERPINB1	0.495869	0.343182	
POLR2B	-0.00382805	0.0113575	
GDI1	0.050211	0.221478	
S100A7	0.554187	0.909954	
MAT2A	0.341907	0.442204	
TIA1	0.177114	0.457215	
HIVEP2	-0.748965	1.00459	
SLC6A6	-0.07562	0.333354	
DNAJA1	0.0201829	0.0469661	
AKT1	-0.172486	0.056211	
ATIC	-0.148078	0.718177	
HNRNPH1	0.0878143	0.132143	
CASP14	0.29318	0.293891	
YWHAB	0.320728	0.463135	
SFN	0.568238	0.132001	
STIP1	-0.131262	0.463935	
S100A11	-0.178151	0.057975	
INPP5B	-0.0854079	0.0261571	
PRDX2	-0.30198	0.417428	
ARRB2	0.229317	0.608824	
SLC8A1	0.551079	0.329939	
GTF2H1	-0.546015	1.12971	
STX2	-0.612504	0.711079	
CTH	-0.161623	0.0539408	
KIF5B	-0.113252	0.560603	
CSTF2	-0.234145	0.870253	
DUT	-0.0932471	0.501101	
KDELR2	0.135215	0.0351469	
TTK	-0.102548	0.401786	
MCM4	-0.151731	1.15811	
MCM5	-0.00397364	0.00975465	
MCM7	0.0148938	0.0757527	
SHMT1	-0.176443	0.336419	
MPI	-0.460097	0.509926	
PFN2	-0.0873451	0.0237271	
CTNNA1	-0.0917727	0.505135	
CTNNB1	0.174566	1.16793	
SERPINB6	0.0785427	0.246077	
RDX	-0.16426	0.789702	
RPA3	0.11198	0.297051	
RFC4	0.137278	0.951172	
RFC2	0.246732	0.285243	
RFC1	-0.0531623	0.155842	
RPL22	0.00360998	0.00332681	
GTF2F1	-0.782141	0.631435	
HOXD13	0.0283337	0.0342816	
AGL	0.0363363	0.210148	
MYH9	-0.199585	1.02348	
MYH10	-0.284331	1.19496	
COPB2	0.0316467	0.122694	
ADD1	0.0711568	0.188674	
ADD2	0.118301	0.578318	
BSG	-0.2598	0.641602	
FUS	-0.243566	0.54945	
NUP214	0.0929146	0.144985	
DEK	0.137964	0.122604	
ATP7B	0.645582	0.996263	
KRT2	0.0836411	0.0795718	
PSMC2	-0.0381273	0.148553	
ARL2	0.576941	0.954487	
TRIM23	-0.0733191	0.264306	
MAP2K2	0.458697	1.1285	
ATP6V1E1	0.326499	1.08198	
CPOX	0.322612	0.23253	
RPL4	-0.21136	0.680038	
NUDT1	0.0476157	0.0490535	
PGM1	-0.300683	0.406093	
BMPR1A	0.241521	0.0963835	
TGFBR1	-0.524837	0.351878	
GPX4	-0.377868	0.577547	
SCNN1A	0.452806	0.297498	
SRP14	-0.263463	0.158584	
NUP62	-0.735769	0.56365	
FDFT1	-0.0510108	0.0284236	
ZEB1	-0.336896	1.19592	
TALDO1	0.129635	0.305286	
RBMX	-0.00844129	0.0148832	
ATP6V1A	-0.0539163	1.10795	
EIF4A3	0.120139	0.374046	
CDKN1A	-0.275895	0.125764	
RPL3	-0.0527153	0.11736	
DDOST	0.284523	1.26617	
ANP32A	0.326914	0.771119	
FEN1	0.180834	0.372456	
CUX1	0.1858	0.722076	
TXLNA	-0.00356166	0.00778856	
CCT6A	-0.34311	0.691101	
PEX19	0.437878	1.25772	
MDH1	-0.0355746	0.344641	
MDH2	0.233932	0.186453	
RFC5	-0.0293452	0.300022	
RFC3	-0.229755	0.461388	
CCNF	-0.105794	0.119242	
EIF2S3	0.0698102	0.260006	
CETN2	-0.456617	0.195443	
EIF2D	0.10361	0.0515636	
NAA10	0.00435956	0.00400105	
CSK	-0.196706	0.0713443	
GARS	0.0737286	0.497214	
IARS	-0.199287	1.28558	
EIF1	-0.408557	0.164598	
TSPAN7	-0.783035	0.669199	
PRKCI	0.855114	0.323973	
TMPO	-0.135757	0.0706118	
TMPO	0.0568886	0.386931	
STAT1	0.227805	1.18598	
SKIV2L2	-0.128681	0.64367	
PIK3CA	0.0779152	0.378251	
MTOR	0.0277449	0.0781949	
PI4KA	0.0890764	0.290221	
HAL	0.928476	0.684395	
CASP3	0.0515722	0.0121068	
HELZ	-0.0819448	0.851323	
NCAPD3	-0.146564	0.785581	
RPL35	-0.962379	0.530352	
SLC1A4	-0.285189	0.526336	
PAFAH1B1	0.101819	0.20406	
MATR3	-0.129366	0.653052	
MSH2	-0.0658773	0.303899	
GRK6	-0.0872669	0.238393	
SSR1	0.267002	0.217261	
PTPN9	-0.122447	0.221432	
NAMPT	0.379238	0.134006	
PSMC4	0.3809	0.671997	
CBX5	0.131294	0.243216	
USP5	0.01382	0.0757329	
MAPK8	0.317469	0.227871	
MKI67	0.0979589	0.215442	
PHKA2	0.154647	0.109061	
RANGAP1	0.0566063	0.191477	
RECQL	0.0430463	0.108018	
NOP2	0.583151	0.434767	
ATRX	-0.959648	0.585907	
CRK	-0.553019	0.458608	
BAG6	-0.00211398	0.00590596	
NSF	-0.0405954	0.214982	
MAP2K3	-0.498346	0.391203	
BRCC3	0.0626526	0.0923284	
RPL5	-0.271138	0.236981	
RPS9	0.300909	0.521388	
RPS10	-0.260106	0.701646	
MAP1B	-0.0223376	0.115487	
GNPDA1	-0.0155423	0.0243823	
YAP1	-0.0177205	0.0270556	
UTRN	0.131038	0.863737	
GYG1	-0.151642	0.0575107	
STT3A	0.0458565	0.122528	
PLA2G4A	-0.0246328	0.0870895	
CAPZA2	0.661122	0.433455	
CAPZB	0.0581678	0.1119	
QARS	0.0618471	0.985816	
LGALS7	0.448449	0.505257	
SLC6A11	-0.124643	0.0702273	
SLC6A9	-0.476132	0.75224	
PREP	0.201852	0.249246	
IREB2	0.0298347	0.0197669	
PIP4K2A	0.833172	0.500763	
LSS	0.0889327	0.380764	
GCLC	-0.187099	0.198551	
GCLM	-0.682449	0.502863	
CD151	0.462729	0.251218	
TRAPPC10	-0.351437	0.241958	
PSMD8	-0.247314	0.558508	
SERPINB4	-0.0505695	0.0476582	
GSS	-0.121311	0.725561	
CCT5	-0.395795	0.586365	
PTDSS1	0.126576	0.592958	
HSPA13	-0.536938	1.13213	
CSNK1A1	0.158678	0.637543	
CSNK1D	0.491072	0.459635	
PITPNB	0.193256	0.75421	
CD97	0.211351	0.0870961	
POLD2	-0.515701	0.192299	
MARCKSL1	-0.17209	0.0237758	
PXN	-0.813012	0.61615	
MAPKAPK2	-0.209372	0.13107	
ALDH9A1	-0.656925	0.503615	
RPIA	0.362244	0.678447	
LMAN1	0.0862281	0.0942484	
NASP	-0.175126	0.44793	
FASN	0.0534554	0.367652	
CCT3	-0.381442	0.739581	
ARRB1	0.233004	0.140904	
ALDH7A1	0.0306485	0.12147	
CDC34	-0.577468	1.04301	
SRP9	0.749606	0.594768	
AARS	-0.129738	0.71466	
CARS	0.0105082	0.0644415	
SARS	0.0882511	0.171095	
PPM1F	-0.820201	0.38654	
PRIM1	0.102318	0.241072	
PRIM2	-0.120817	0.375821	
CSNK1E	0.411657	1.01057	
PSMB3	-0.0241044	0.0856868	
PSMB2	0.14647	0.409646	
MCM2	-0.0418644	0.220487	
YLPM1	0.145404	0.233061	
VPS41	-0.0886364	0.620799	
RBM25	0.0819251	0.181757	
NUMB	-0.0177161	0.0390228	
EIF2B2	0.0251853	0.0392505	
HINT1	-0.0222289	0.00623265	
NUP153	-0.188337	0.888892	
RANBP2	0.0663834	0.447033	
TSC2	0.0449085	0.1138	
GSK3A	-0.0223192	0.0696814	
GSK3B	0.112789	0.14765	
TAF6	-0.428809	0.442752	
NT5C2	0.182735	0.289171	
GMPS	-0.066885	0.277834	
LIG3	0.0140146	0.0698054	
MRE11A	-0.0546284	0.885904	
GNAQ	0.0624396	0.272465	
GDI2	0.0722071	0.389633	
EMD	-0.139849	0.575222	
CPT1A	-0.0848986	0.177256	
SLC26A2	0.258605	0.131509	
SERPINH1	0.223407	1.18877	
ST13	0.157988	0.619909	
PEX5	0.223598	1.15154	
VASP	0.152822	0.1892	
METAP2	0.0213547	0.0381076	
METAP2	0.980195	0.726553	
CDK7	0.341611	0.32001	
CDK9	0.604275	0.291471	
CCT8	-0.166686	0.923339	
CCT4	-0.396622	0.938397	
PAPOLA	-0.0352319	0.216156	
FXR1	0.0253067	0.0937205	
FXR2	0.271587	0.634268	
RAB7A	-0.1563	0.829349	
RAB9A	-0.187038	0.402884	
MMP15	-0.598188	0.360681	
NOVA1	0.48816	0.169395	
DNA2	-0.0586344	0.240818	
SMARCA4	0.0392628	0.297532	
GALK1	0.647964	0.902129	
SSR4	0.220503	0.572514	
BCAP31	0.251207	0.214178	
TPMT	0.478659	0.397204	
CYP2J2	0.210664	0.105144	
MECP2	0.98535	1.12577	
HCFC1	0.0332133	0.142915	
IRAK1	-0.346035	0.200736	
HSD17B4	0.0176983	0.030166	
PSMD7	0.0956847	0.46028	
GPM6A	0.00862885	0.00831195	
STAT5B	0.0259876	0.0742292	
USP11	-0.119066	1.04182	
VAMP7	0.0721118	0.161001	
RPS6KA3	0.233073	1.0343	
HDGF	0.103054	0.340954	
MNAT1	0.286011	0.119365	
HNRNPA3	0.148629	0.182559	
PGD	0.0161883	0.0530828	
HNRNPM	0.35289	0.929699	
KPNA2	-0.252036	1.13059	
KPNA1	-0.13824	0.275817	
RAP1GDS1	-0.147992	0.687305	
POLR2H	0.076959	0.0644389	
ARHGDIA	0.268631	0.776689	
SLC7A2	0.068346	0.235992	
HNRNPF	0.149504	0.255069	
STAT2	0.0169894	0.0574171	
GTF2A1	0.389017	0.324216	
VAV2	-0.176758	0.118959	
ZNF131	0.165908	0.152369	
THOP1	-0.0717112	0.0892685	
CAPZA1	0.35143	1.06452	
NUP98	-0.0985184	0.329984	
BLVRA	0.0556711	0.19035	
PPP5C	0.239693	0.430505	
PLK1	-0.245576	0.488826	
DAPK1	-0.0810197	0.0334432	
ARFIP2	0.48967	0.170665	
ARFIP1	0.318202	1.12886	
ACLY	-0.114719	0.590893	
CLTCL1	0.0281512	0.00600701	
AP3M2	0.329036	0.565155	
AP2S1	-0.777538	0.369437	
SLC5A3	-0.536064	1.25303	
TTC3	0.117352	0.432885	
PLA2G16	0.0974814	0.0542649	
SLC16A1	-0.23646	0.283328	
SEC24C	-0.0484988	0.065681	
CLNS1A	0.373569	0.12769	
BLM	-0.141594	0.693139	
RARS	0.00501188	0.047732	
ATXN3	0.223339	0.669538	
YARS	-0.0864423	0.50055	
USP14	-0.0982151	0.319967	
PRKAA2	-0.548029	0.229119	
ATP1B3	0.0535177	0.196721	
RAD23A	0.212315	1.0102	
EPHA4	-0.0153643	0.0339934	
AK2	0.0922826	0.190844	
NAPA	0.0111713	0.021669	
EIF5	0.231246	0.904301	
PSMD4	-0.0676626	0.164389	
PSMD4	-0.508317	0.611789	
TMBIM6	-0.356327	0.35755	
MFAP1	0.509047	0.25751	
MFAP3	-0.213552	0.231391	
ELL	0.374614	0.393228	
NAP1L1	-0.179156	0.746843	
CASP7	-0.216103	0.113276	
CASP6	0.620811	0.247073	
ADK	0.0262311	0.0481379	
ADAR	-0.0732568	1.27738	
SEC13	0.128996	0.277728	
NHP2L1	-0.466271	0.462395	
NPEPPS	-0.106413	0.704664	
HNRNPH2	0.562059	0.728594	
EIF3B	-0.145247	0.917246	
BID	0.186458	0.107175	
MARS	0.0877101	1.16661	
MAZ	0.0662174	0.0484997	
EIF6	-0.187511	0.256361	
PEX3	0.640869	0.468944	
HSD17B7	-0.571695	0.312777	
RWDD2B	0.510375	0.661219	
C21orf59	0.048982	0.111228	
TMEM33	0.38545	0.116494	
GEMIN4	0.0275548	0.0934581	
NUP107	-0.0925293	0.495256	
EEFSEC	0.162869	0.392364	
SESN2	0.286444	0.654703	
EPPK1	0.088864	0.032115	
ANTXR2	-0.152898	0.239581	
MTPN	-0.753348	0.788445	
ZNF445	-0.227922	0.121738	
TPI1	-0.131128	0.850504	
EIF3E	-0.0151386	0.0879296	
SEC61B	0.577724	0.462003	
PPP4C	0.320128	1.27329	
GABARAPL2	-0.386065	0.363048	
MYL6	0.131186	1.01229	
ACTB	-0.279144	0.110576	
RPS20	-0.707542	1.17076	
PRPS1	-0.553156	0.345622	
PSMA6	-0.189407	0.601284	
S100A10	0.536508	0.31935	
CDC42	-0.049017	0.0846312	
DSTN	-0.559492	0.212305	
RAB8A	-0.87296	0.269194	
RAB2A	-0.112041	0.394068	
RAB5B	-0.181354	0.599523	
RAB10	0.122039	0.331491	
UBE2D3	-0.541651	0.595966	
UBE2M	0.00744247	0.00950722	
RAB14	-0.667245	0.553204	
ACTR3	-0.347553	1.05535	
ACTR2	0.0595703	0.132226	
ACTR1A	0.0976098	0.227653	
COPS2	0.0411714	0.326569	
RAP1B	-0.658269	0.349866	
RAP2B	0.161809	0.148325	
RPS3A	-0.192294	0.250448	
RPL15	0.708719	0.743562	
MAGOH	0.264017	0.604167	
RPL27	-0.895837	0.373885	
ATP6V0D1	0.0230567	0.0504132	
RHOA	-0.416016	0.135932	
SEC61A1	0.594671	0.377818	
VBP1	-0.00288073	0.0118656	
STXBP1	0.0600986	0.160231	
B2M	0.656388	0.55791	
COPZ1	0.42113	1.25474	
DCAF7	0.246246	1.15232	
WDR5	0.881875	0.370276	
HNRNPK	0.176828	0.756441	
YWHAG	-0.441902	0.8548	
USP46	0.864412	0.882235	
RRAS2	-0.71785	0.172497	
PPP1CB	0.683703	0.442962	
PSMC1	0.0495281	0.124913	
PSMC5	0.197152	0.888989	
RPS8	0.427345	0.861616	
RPS16	-0.795076	0.783078	
YWHAE	-0.111477	0.634657	
RPS14	-0.0740846	0.0267106	
RPS23	0.00452868	0.00251154	
RPS18	-0.284419	0.272524	
RPS13	-0.427511	0.2353	
SNRPE	-0.140884	0.104408	
SNRPF	-0.450548	0.29382	
SNRPD1	-0.00333341	0.00342376	
ARF6	-0.133323	0.0488389	
PSMC6	0.0342344	0.125149	
RPL7A	0.114035	0.260026	
ETF1	0.117442	0.518792	
RPS4X	0.279992	0.293987	
RPL23A	-0.0767695	0.0487498	
RPS6	-0.00801595	0.00676355	
HIST1H4A	-0.254191	1.14949	
RAB1A	0.553043	0.619572	
RAN	0.0770728	0.11908	
RPL23	-0.507313	0.167404	
RPS15	0.0699749	0.0592254	
RPS24	0.921263	0.321901	
RPL10A	0.0651143	0.159065	
PPIA	0.415113	1.13675	
RAC1	-0.189173	0.796011	
AP2B1	-0.0861136	0.363212	
VAMP2	-0.972527	0.488511	
GNAS	0.139442	0.517091	
GNAI1	0.216035	0.315294	
YWHAZ	-0.133983	0.390745	
PPP2R2A	0.0396951	0.065029	
SUMO1	0.0519867	0.111878	
DYNLT1	0.258013	0.475677	
SKP1	-0.279074	0.917879	
ACTG1	0.119562	0.388657	
UBE2I	-0.0729205	0.0588619	
PPP2CA	-0.0624441	0.183148	
YBX1	-0.20376	0.723756	
SEC11A	0.147158	0.0637894	
CSNK2B	-0.0321477	0.0564675	
TPM4	0.260226	0.427593	
ACTA1	0.0947984	0.0968772	
UBE2L3	-0.971123	0.608751	
EEF1A1P5	-0.0788689	0.233362	
TUBA1B	0.0542539	0.228603	
TUBB4B	0.0713921	0.11621	
CSNK2A1	-0.428511	1.16389	
PAFAH1B2	-0.157395	0.525891	
UBXN2A	-0.220178	0.124663	
FAM193A	0.438093	0.248658	
NOP14	-0.962819	0.407203	
RNF4	0.263105	0.0852203	
SIRPA	-0.80373	0.844915	
EIF4G2	0.216956	1.22705	
RPP30	0.0518843	0.196731	
GTF2I	0.0255718	0.0955015	
PIP4K2B	0.329001	0.196477	
SRPK2	-0.0272026	0.0175399	
CCT2	-0.151723	1.13792	
PRAME	0.101545	0.261064	
RAE1	-0.299507	0.300864	
GSTO1	-0.117626	0.3276	
CX3CL1	-0.181629	0.192562	
PRKDC	-0.0183258	0.123844	
ADAM17	0.657576	0.349416	
IL13RA1	-0.942178	0.597755	
MAP1A	-0.873853	0.906721	
NUCB2	0.356323	0.743573	
DCD	0.128243	0.074921	
TMF1	0.0811316	0.32528	
HMGN5	0.189502	0.110445	
SARNP	0.0733433	0.104386	
COG7	0.211685	0.83059	
RPL24	-0.0948264	0.236191	
CBX1	-0.14001	0.21452	
ARF5	0.901447	0.912733	
RPL19	-0.105995	0.228714	
MXRA7	-0.640575	0.525185	
CCZ1	-0.0855554	0.214528	
ATP2C1	-0.195115	0.34416	
MPP1	0.308033	0.738601	
PITPNA	0.151477	0.319508	
SLC25A3	-0.0498034	0.0249436	
CDK6	-0.140259	0.0677791	
CDK5	-0.191715	0.267716	
CDK16	-0.303387	0.260053	
CLTC	-0.0148468	0.074592	
HSF1	0.187606	0.508969	
NFKB2	-0.242331	0.0935826	
FKBP3	0.1783	0.293024	
HNRNPU	-0.209605	0.846541	
MDM2	0.660912	0.450658	
Q00994	-0.0330868	0.0172721	
SPTBN1	-0.114351	0.352361	
TIAL1	0.855657	0.805851	
SRSF2	0.647939	0.339657	
FABP5	0.556042	1.18833	
ANK2	-0.644881	0.449577	
SLC7A5	-0.0992718	0.137972	
OTUD4	0.46224	0.547864	
PFKP	-0.00788116	0.0356251	
XPC	-0.152212	0.476798	
EWSR1	-0.191247	0.596903	
OCRL	0.183825	0.578582	
PLCB3	0.0799751	0.0336231	
ROR2	-0.255759	0.148963	
MEF2C	-0.00517146	0.00218551	
GUCY1B3	-0.0618032	0.208233	
KIF23	0.0533358	0.2938	
DSG1	0.232605	0.214998	
MAP2K1	0.51438	1.2933	
FKBP4	0.00520833	0.0102731	
NUCB1	0.663541	0.391005	
RPL6	-0.0439657	0.197027	
CREB5	0.53532	0.562461	
AKAP12	0.0437508	0.147431	
DST	0.140161	1.00181	
KMT2A	0.114661	0.605974	
LMNB2	-0.0515874	0.238808	
ERCC6	-0.486253	0.464745	
CEBPZ	-0.175556	0.37318	
HSF2	-0.28102	0.959161	
ZNF92	0.76028	0.647276	
PRB3	0.850384	0.389605	
RELA	0.515429	1.04648	
UBXN1	0.311666	1.06919	
GBE1	-0.00216103	0.002759	
EIF4G1	0.0493164	0.339441	
ATP7A	-0.0399787	0.148707	
NOTCH2	-0.331954	0.494669	
TLE4	0.0568034	0.218342	
GLO1	-0.0497754	0.183202	
YWHAH	-0.0805295	0.162554	
CSTF1	0.639874	0.363029	
UBE3A	-0.166728	0.225023	
EEF1A2	-0.0559527	0.178196	
PRKCD	0.243773	1.22482	
RNASEL	-0.0148074	0.00956528	
CTDSPL2	0.131662	0.075774	
PTPN11	-0.0649071	0.186128	
PPP2R3A	0.244973	0.87084	
EXOSC9	-0.0349553	0.077523	
PSME1	0.0401688	0.189971	
TYRO3	0.111695	0.291423	
APLP2	-0.530673	1.11145	
GABPA	0.592803	0.763172	
RAD51	-0.0992552	0.0871216	
FMR1	-0.00727272	0.0099775	
PRDX1	-0.127504	0.522937	
RPL18	0.12977	0.980354	
TJP1	-0.0567106	0.185263	
KHDRBS1	0.0641861	0.0857369	
POLE	-0.146742	1.1368	
KLC1	0.176553	0.482279	
TNK2	-0.207514	0.125631	
SRSF1	0.223454	0.231333	
ARHGAP1	0.16416	0.455864	
TGM3	0.187993	0.256411	
PPP3CA	0.296439	1.05666	
DHX9	-0.0915674	0.487129	
SLC20A2	-0.445265	0.734366	
GOLGA3	0.117757	1.16981	
GOLGA2	-0.0442092	0.106347	
DSC1	0.308477	0.415876	
PPID	0.20894	0.528147	
SSRP1	-0.182291	0.973307	
RBL2	-0.0974865	0.0867509	
CAMSAP2	0.211513	0.136845	
VAC14	0.458241	0.11201	
NSUN2	-0.049551	0.165631	
RBBP4	-0.0382614	0.202991	
NCBP1	0.047301	0.120916	
EP300	-0.237197	0.457729	
FCHO2	0.19463	0.864189	
HSPA14	-0.771829	1.14167	
AP1B1	-0.137845	1.2481	
CPSF1	-0.158463	0.794643	
SCRN1	-0.322809	0.113027	
KIAA0195	-0.125854	0.0669983	
KIAA0196	-0.110723	0.0666929	
NUP160	-0.0115967	0.0414871	
SCAP	0.080794	0.0889993	
TBL3	-0.945855	0.266781	
GTF3C1	-0.166244	0.900569	
ASPH	-0.137008	0.16005	
TFCP2	-0.559755	0.418839	
AKAP13	0.128345	0.628309	
TRO	0.172888	0.0758964	
SMARCB1	0.139512	0.0403168	
BPTF	-0.00531705	0.00953159	
KIF5A	0.406892	0.418456	
STX4	-0.156262	0.610566	
MERTK	-0.133045	0.565456	
SF3A3	0.0623004	0.267145	
TP53BP1	-0.0206502	0.0396047	
IFRD2	-0.135934	0.0798566	
AIMP1	-0.0309874	0.0464708	
ILF2	0.0761286	0.19751	
ILF3	-0.191776	0.495114	
PTPN13	0.446793	0.887965	
ELAVL2	-0.968871	0.946951	
FOXC1	-0.48089	0.161431	
ANK3	0.46271	0.531649	
DLG1	0.21076	0.869329	
PPP1R8	0.625138	0.463381	
ABR	0.0958862	0.291488	
NPRL3	0.459252	0.158511	
BNIP1	-0.923796	0.52873	
BNIP2	-0.511381	0.360277	
BNIP3	0.418254	0.506094	
NFX1	0.661379	0.452952	
CSTF3	0.101656	0.560685	
STRN3	-0.00806491	0.0230345	
CDC16	-0.395871	0.892412	
STK4	0.329184	1.15292	
FLII	-0.266047	0.989276	
TRIM32	0.20697	0.818738	
COASY	0.375814	0.209026	
GPS1	-0.0705388	0.180775	
ZBTB17	-0.755716	0.359036	
CHAF1A	0.251621	0.282619	
CHAF1B	-0.0356967	0.0562472	
IK	-0.107186	0.258727	
MTAP	0.194299	0.592294	
REST	-0.937087	0.725425	
RLF	-0.0747178	0.118741	
PRKAA1	0.476638	0.241445	
PPFIA1	0.0171452	0.060193	
TARDBP	0.364838	0.661298	
PAK1	0.731808	0.348338	
MAPK7	0.917963	0.643542	
CBX3	-0.0533193	0.135266	
STK3	-0.982758	0.90465	
STX5	0.208876	0.571668	
PSMD2	-0.0399513	0.188622	
DNAJC3	0.885784	1.15514	
MAP3K1	0.13099	0.567405	
SRSF9	0.239386	0.366064	
TRIM28	-0.113031	0.598169	
STX3	-0.0401713	0.181884	
G3BP1	0.385337	0.625958	
CLN3	-0.347539	0.157129	
PTK7	0.00637499	0.0164415	
SKP2	-0.369679	0.779862	
ATM	0.534753	0.366675	
IFIT5	-0.017011	0.0232349	
MTA1	-0.111811	0.361591	
PTPRS	-0.979912	0.572163	
EIF3I	0.138128	0.475855	
PPP2R5C	-0.0799217	0.211752	
PDCL	0.0333792	0.0700612	
TARBP1	-0.196081	0.88002	
DYNC1I2	0.159269	1.05594	
ORC1	0.144019	0.0673663	
ORC2	-0.540034	0.308714	
ILK	0.0719153	0.170946	
XRCC4	0.0864086	0.180206	
TCOF1	-0.214684	0.21819	
SLC39A6	-0.474635	0.409824	
SF3B2	0.0310815	0.0837452	
OS9	0.29948	0.369598	
GOLGA4	0.094073	0.317932	
PDAP1	-0.22327	0.0748311	
MYO9B	-0.00452105	0.00234261	
ROCK1	0.116301	0.660186	
TOP3A	0.0587521	0.0258163	
GAB1	0.11601	0.0438621	
SMAD4	0.095218	0.12455	
BIRC2	0.213205	1.28288	
GPM6B	0.0546468	0.0414728	
MTM1	-0.141371	0.124075	
SQSTM1	-0.0536791	0.0769543	
MTX1	-0.0732931	0.678883	
ASAH1	0.151132	0.160634	
ATR	-0.0646712	0.124719	
RIPK1	0.329789	0.998837	
HDAC1	-0.0287094	0.0581809	
CAMK2D	-0.715221	0.35613	
DCTN2	0.0467269	0.141372	
NAE1	-0.0772171	0.0721823	
SNW1	0.0763582	0.189692	
STIM1	0.396782	0.654556	
KRR1	-0.619503	0.3069	
PWP1	0.652689	0.31535	
CUL1	0.0417881	0.407727	
CUL3	0.0169487	0.0631434	
CUL4A	0.950684	0.378998	
CUL4B	-0.0293465	0.247837	
TSTA3	0.291241	0.0817687	
RAB32	-0.568808	0.758096	
TPBG	0.038058	0.172015	
PMS2P11	0.659285	0.314091	
ALCAM	0.0649223	0.160706	
THOC5	0.927388	0.457138	
PKP1	0.590715	0.440793	
BLMH	0.141041	0.408386	
EXOSC2	0.130944	0.303141	
BMPR2	0.265272	0.728367	
TUBB2A	0.00702858	0.0164591	
GTF2H2C	-0.101499	0.136889	
BYSL	0.276643	1.2438	
IDI1	-0.182917	0.72176	
PRKG1	-0.241435	0.035565	
CKAP5	0.0630252	0.858319	
CAMK1	0.179394	0.449764	
HNRNPD	-0.0976397	0.115638	
DAG1	-0.296755	0.115046	
DSG2	0.199112	0.287618	
UBE4A	-0.0563189	0.716842	
KEAP1	-0.78002	0.25741	
URB2	-0.286221	0.150695	
MORC3	-0.0186049	0.0486254	
SAFB2	-0.862083	0.633017	
EIF3A	0.138084	0.595561	
EFR3A	-0.077968	0.364257	
MLEC	0.208429	0.2358	
POLA2	-0.0128002	0.0643509	
DOCK1	0.0290407	0.875878	
WRN	0.224811	1.03905	
FHL2	0.0825882	0.0381506	
ZMYM3	-0.111301	0.564094	
DYNC1H1	-0.0765101	0.682962	
NPAT	0.226436	0.866821	
EIF2B1	0.107191	0.372659	
EIF4A2	0.125739	0.309911	
MAP7	-0.36624	0.818546	
FLOT2	0.145478	0.336079	
RCN2	0.287308	1.15445	
TRIM25	-0.148182	0.804425	
FLNC	0.220879	0.454902	
FKBP8	0.698464	0.38792	
FAM50A	0.529481	0.981464	
GNA13	-0.0125669	0.0408037	
BECN1	0.668722	0.253323	
HES1	0.000437419	0.000129716	
SLBP	0.121462	0.0716668	
RBM39	-0.216702	0.0534192	
FAT1	-0.183381	0.123161	
HLTF	0.0030721	0.00946233	
SQLE	-0.207755	0.703828	
SLC29A2	0.744666	0.586823	
MCM6	-0.168207	1.01315	
DSC3	0.810996	0.361605	
RASA3	0.0987441	0.0631739	
PLS1	0.0788307	0.366596	
