leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	7	7	P52306	P52306	7	7	7	66.316	12.9	0.911313914042976	6.76E-01	23.3444	0	23.9027	0	23.3582	0	23.5397	0	24.1242	0	23.3434	0	
	EIF4A3	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	12	9	P38919	P38919	12	9	9	46.871	29.2	1.06682253126043	7.56E-01	23.4326	0	24.0675	0	23.9664	0	23.3939	0	24.0841	0	23.7086	0	
	PSMD8	26S proteasome non-ATPase regulatory subunit 8	7	7	P48556	P48556	7	7	7	39.611	20.3	0.741544923353982	1.04E-01	23.8621	0	23.2888	0	23.65	0	24.2511	0	23.8415	0	24.0025	0	
	MFN2	Mitofusin-2	11	11	O95140	O95140	11	11	11	86.401	19.4	0.920494495827482	7.91E-01	23.4799	0	23.2465	0	23.9455	0	24.1143	0	22.9421	0	23.974	0	
	HDLBP	Vigilin	16	16	Q00341	Q00341	16	16	16	141.45	16.3	0.861706218360209	5.25E-01	23.7135	0	23.9942	0	23.4335	0	24.0302	0	24.3241	0	23.4311	0	
	CDSN	Corneodesmosin	4	4	Q15517	Q15517	4	4	4	51.522	7.8	1.17191667852019	7.07E-01	25.0001	0	23.6632	0	23.3621	0	23.6266	0	23.4261	0	24.2861	0	
	ANAPC5	Anaphase-promoting complex subunit 5	8	8	Q9UJX4	Q9UJX4	8	8	8	85.076	14.6	1.03029744430125	9.41E-01	24.3391	0	23.2026	0	24.0002	0	24.2667	0	22.9432	0	24.2028	0	
	RPL19	60S ribosomal protein L19	3	3	P84098	P84098	3	3	3	23.466	13.8	1.33896198396295	6.22E-01	23.8808	0	23.2711	0	24.0779	0	24.2854	0	21.8424	0	23.8387	0	
	SRRT	Serrate RNA effector molecule homolog	10	10	Q9BXP5	Q9BXP5	10	10	10	100.67	8.9	0.842796366808297	4.80E-01	23.7559	0	24.1706	0	23.1167	0	23.7912	0	24.068	0	23.9242	0	
	PIBF1	Progesterone-induced-blocking factor 1	12	12	Q8WXW3	Q8WXW3	12	12	12	89.804	17	0.875963098420818	6.97E-01	24.1186	0	22.9183	0	23.8419	0	24.0459	0	23.2663	0	24.1399	0	
	LRRC41	Leucine-rich repeat-containing protein 41	6	6	Q15345	Q15345	6	6	6	88.649	11.9	1.26032778722733	4.53E-01	23.9086	0	24.6276	0	23.7711	0	23.949	0	24.1762	0	23.1806	0	
	IRS4	Insulin receptor substrate 4	12	12	O14654	O14654	12	12	12	133.77	12.8	0.785686131452787	3.77E-01	24.0695	0	23.629	0	23.1716	0	24.3997	0	23.9265	0	23.5878	0	
	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	5	5	O43765	O43765	5	5	5	34.063	15.3	1.1193172501604	6.94E-01	24.3282	0	23.8908	0	23.6449	0	23.1822	0	24.3106	0	23.8832	0	
	RPS25	40S ribosomal protein S25	2	2	P62851	P62851	2	2	2	13.742	15.2	1.25463350894742	2.75E-01	23.9668	0	24.3174	0	23.9301	0	23.7095	0	24.1553	0	23.3677	0	
	PLD3	Phospholipase D3	6	6	Q8IV08	Q8IV08	6	6	6	54.705	15.3	0.818980496203361	5.07E-01	23.7354	0	23.0849	0	23.889	0	24.2708	0	23.2509	0	24.0519	0	
	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	7	7	P39656	P39656	7	7	7	50.8	18	1.08688627978214	6.09E-01	24.1327	0	23.6399	0	24.2296	0	23.9869	0	23.6469	0	24.0079	0	
	TXNL1	Thioredoxin-like protein 1	6	6	O43396	O43396	6	6	6	32.251	27.7	1.08886643667393	7.77E-01	24.1411	0	23.2921	0	24.2685	0	23.8636	0	23.2791	0	24.1905	0	
	SLC6A15	Sodium-dependent neutral amino acid transporter B(0)AT2	6	6	Q9H2J7	Q9H2J7	6	6	6	81.835	11.2	0.965465291299192	8.16E-01	23.3657	0	23.9317	0	23.3233	0	23.5861	0	23.6881	0	23.4987	0	
	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	8	6	Q92925;Q6STE5	Q92925	8;2	8;2	6;0	58.92	16.4	0.941527931642968	7.10E-01	23.8097	0	23.6616	0	23.4244	0	24.077	0	23.6319	0	23.4476	0	
	SCAMP1	Secretory carrier-associated membrane protein 1	4	4	O15126	O15126	4	4	4	37.92	14.2	1.05608115246518	6.46E-01	23.8975	0	23.7913	0	23.7883	0	23.7421	0	24.0172	0	23.4816	0	
	NAPA	Alpha-soluble NSF attachment protein	7	7	P54920;Q9H115	P54920	7;1	7;1	7;1	33.232	41.4	0.738455555993776	1.99E-01	23.6849	0	22.9796	0	23.8914	0	23.8698	0	24.0899	0	23.9085	0	
	FAM63A	Protein FAM63A	5	5	Q8N5J2	Q8N5J2	5	5	5	51.777	10.2	1.8819874402004	2.95E-01	24.4383	0	24.1088	0	24.4378	0	21.9152	0	24.1504	0	24.1826	0	
	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	10	9	O14920	O14920	10	10	9	86.563	14.2	0.901228598403446	4.73E-01	23.4077	0	23.4991	0	23.9208	0	23.912	0	23.8077	0	23.558	0	
	KIAA1033	WASH complex subunit 7	10	10	Q2M389	Q2M389	10	10	10	136.4	13	0.866013848196047	2.17E-01	24.0381	0	23.7995	0	23.8524	0	24.3481	0	23.9888	0	23.9757	0	
	GLO1	Lactoylglutathione lyase	4	4	Q04760	Q04760	4	4	4	20.777	25	1.21384061585271	6.15E-01	23.0384	0	23.943	0	24.3463	0	23.1213	0	24.1726	0	23.195	0	
	H2AFY2	Core histone macro-H2A.2	9	7	Q9P0M6	Q9P0M6	9	7	7	40.058	30.1	0.793796441485926	5.23E-01	23.1662	0	24.0897	0	23.1504	0	23.8557	0	24.399	0	23.151	0	
	FARSA	Phenylalanine--tRNA ligase alpha subunit	6	6	Q9Y285	Q9Y285	6	6	6	57.563	12.2	0.754607843022113	4.03E-01	23.9312	0	22.6884	0	23.7808	0	24.1096	0	23.5005	0	24.009	0	
	CAPZB	F-actin-capping protein subunit beta	7	7	P47756	P47756	7	7	7	31.35	27.8	0.837451763516122	3.65E-01	24.0696	0	23.3009	0	23.7112	0	24.181	0	23.85	0	23.8184	0	
	MAP7D3	MAP7 domain-containing protein 3	2	2	Q8IWC1	Q8IWC1	2	2	2	98.428	2.4	1.17180214830245	8.94E-01	19.35	1	23.3938	0	19.0887	1	20.4621	1	18.9399	1	21.7442	1	
	DYNC1LI1	Cytoplasmic dynein 1 light intermediate chain 1	10	10	Q9Y6G9	Q9Y6G9	10	10	10	56.578	23.7	0.700618505601707	9.15E-02	23.524	0	23.1759	0	22.8394	0	23.8616	0	23.7611	0	23.4564	0	
	DNAJB2	DnaJ homolog subfamily B member 2	6	6	P25686	P25686	6	6	6	35.58	21.3	1.0364297982839	7.72E-01	23.7813	0	23.7672	0	23.9382	0	23.5171	0	24.0611	0	23.7536	0	
	COPS2	COP9 signalosome complex subunit 2	8	8	P61201	P61201	8	8	8	51.596	21	1.24437300241726	2.77E-01	23.645	0	23.8599	0	24.0615	0	23.1943	0	23.9498	0	23.4762	0	
	SNAP23	Synaptosomal-associated protein 23	5	5	O00161	O00161	5	5	5	23.354	25.6	1.03756771899725	8.94E-01	23.3901	0	24.4379	0	23.4895	0	23.7824	0	23.983	0	23.3924	0	
	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	10	9	O15111	O15111	10	9	9	84.639	17	1.09870646397702	6.37E-01	23.2921	0	23.6298	0	23.7535	0	23.1447	0	23.8739	0	23.2493	0	
	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	6	6	P19525	P19525	6	6	6	62.094	13.8	1.40931489395396	5.51E-02	23.85	0	23.934	0	23.762	0	23.0885	0	23.6914	0	23.2812	0	
	IK	Protein Red	7	7	Q13123	Q13123	7	7	7	65.601	18.3	0.987980244976398	9.34E-01	23.3839	0	23.589	0	23.6883	0	23.6512	0	23.8308	0	23.2315	0	
	PREPL	Prolyl endopeptidase-like	6	6	Q4J6C6	Q4J6C6	6	6	6	83.926	13.6	1.39599134788617	3.20E-01	23.8002	0	23.9248	0	24.2122	0	22.7116	0	23.7154	0	24.0662	0	
	PGM3	Phosphoacetylglucosamine mutase	7	7	O95394	O95394	7	7	7	59.851	18.5	1.05094123424447	7.56E-01	23.7948	0	23.712	0	23.1357	0	23.5939	0	23.41	0	23.4235	0	
	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	6	6	Q99729	Q99729	6	6	6	36.224	21.1	1.23938206805212	6.97E-01	22.4409	0	24.6056	0	24.5394	0	23.622	0	23.8648	0	23.1704	0	
	PIPSL	Putative PIP5K1A and PSMD4-like protein	13	1	A2A3N6	A2A3N6	13	4	1	95.047	16.6	0.838785019157806	8.64E-01	24.5479	0	20.3675	1	24.476	0	23.45	0	23.2007	0	23.5015	0	
	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	5	5	P05198	P05198	5	5	5	36.112	16.8	0.923599949921295	3.61E-01	23.8322	0	23.7328	0	23.9427	0	24.091	0	23.7736	0	23.9871	0	
	SEC22B	Vesicle-trafficking protein SEC22b	4	4	O75396	O75396	4	4	4	24.593	20.5	0.996901023463349	9.77E-01	23.7102	0	23.7076	0	23.6685	0	23.5236	0	23.99	0	23.5861	0	
	CTNNB1	Catenin beta-1	7	7	P35222	P35222	7	7	7	85.496	11.8	0.931052225345089	5.16E-01	23.5523	0	23.5063	0	23.8082	0	23.9028	0	23.7504	0	23.5228	0	
	XPOT	Exportin-T	9	9	O43592	O43592	9	9	9	109.96	10.4	0.868579013437237	5.80E-01	23.6813	0	23.312	0	23.4433	0	23.6241	0	23.1594	0	24.2629	0	
	VAMP3	Vesicle-associated membrane protein 3	5	2	Q15836;P23763	Q15836	5;1	5;1	2;0	11.309	50	1.2124094481378	2.77E-01	23.6087	0	24.1446	0	24.2214	0	23.4979	0	23.8078	0	23.8354	0	
	PAPOLA	Poly(A) polymerase alpha	7	7	P51003;Q9NRJ5;Q9BWT3	P51003	7;3;1	7;3;1	7;3;1	82.842	11.8	0.760822596436317	1.58E-01	23.0492	0	23.6181	0	23.5758	0	24.0178	0	23.5545	0	23.8538	0	
	DLG1	Disks large homolog 1	10	10	Q12959;Q15700	Q12959	10;1	10;1	10;1	100.45	16.8	1.22380355911884	6.27E-01	23.7077	0	24.3553	0	22.9424	0	22.8395	0	24.1004	0	23.1914	0	
	PTK7	Inactive tyrosine-protein kinase 7	11	11	Q13308	Q13308	11	11	11	118.39	15.5	1.0614446186906	8.38E-01	23.3886	0	24.2382	0	23.3683	0	23.3934	0	24.1096	0	23.234	0	
	ARFIP1	Arfaptin-1	3	3	P53367	P53367	3	3	3	41.738	8.8	1.2612523872396	6.42E-01	24.4961	0	23.4884	0	23.9282	0	22.5581	0	23.7232	0	24.6268	0	
	AP2A1	AP-2 complex subunit alpha-1	16	9	O95782	O95782	16	9	9	107.54	21	1.04692144881572	9.31E-01	24.1186	0	24.2461	0	22.1066	0	23.3225	0	23.1338	0	23.8166	0	
	RTCB	tRNA-splicing ligase RtcB homolog	7	7	Q9Y3I0	Q9Y3I0	7	7	7	55.21	18	1.51286368407405	8.92E-02	23.6377	0	24.1047	0	24.1317	0	23.0239	0	23.3006	0	23.7577	0	
	CPNE3	Copine-3	7	6	O75131;Q96FN4;Q96A23;O95741;Q9UBL6	O75131	7;1;1;1;1	7;1;1;1;1	6;0;0;0;0	60.13	11	0.625732958266175	7.02E-02	23.5828	0	22.9103	0	23.1767	0	24.27	0	23.6117	0	23.8172	0	
	ACTN1	Alpha-actinin-1	15	8	P12814	P12814	15	9	8	103.06	21.1	1.07997581125043	5.75E-01	23.8164	0	23.5176	0	23.3805	0	23.413	0	23.2654	0	23.703	0	
	AHCYL1	Putative adenosylhomocysteinase 2	5	5	O43865;Q96HN2	O43865	5;2	5;2	5;2	58.951	10.4	0.900217178190329	2.73E-01	23.6896	0	23.4828	0	23.3116	0	23.604	0	23.7422	0	23.5927	0	
	TJP1	Tight junction protein ZO-1	11	11	Q07157	Q07157	11	11	11	195.46	8.7	0.901222351584476	4.71E-01	23.7956	0	23.7586	0	23.5965	0	23.8862	0	24.1656	0	23.549	0	
	CSNK2A1;CSNK2A3	Casein kinase II subunit alpha;Casein kinase II subunit alpha 3	5	5	P68400;Q8NEV1	P68400;Q8NEV1	5;4	5;4	5;4	45.143	21.2	0.952214299982302	6.99E-01	23.5783	0	23.6029	0	23.689	0	23.5913	0	24.0196	0	23.4712	0	
	PUF60	Poly(U)-binding-splicing factor PUF60	7	7	Q9UHX1	Q9UHX1	7	7	7	59.875	18.8	0.951081118429624	8.15E-01	23.3853	0	23.8387	0	23.2187	0	23.303	0	23.9965	0	23.3604	0	
	PSMD12	26S proteasome non-ATPase regulatory subunit 12	5	5	O00232	O00232	5	5	5	52.904	15.8	0.626571476365135	1.60E-01	22.4993	0	22.9469	0	23.7225	0	23.7687	0	23.4345	0	23.9888	0	
	WDR26	WD repeat-containing protein 26	6	6	Q9H7D7	Q9H7D7	6	6	6	72.123	13.2	1.98780467190582	1.98E-01	23.4506	0	24.0494	0	24.6053	0	21.9438	0	23.6387	0	23.5493	0	
	AZIN1	Antizyme inhibitor 1	5	5	O14977	O14977	5	5	5	49.535	20.1	1.12913031515662	6.03E-01	23.9669	0	23.5582	0	23.3523	0	23.7441	0	22.946	0	23.6618	0	
	WARS	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	7	7	P23381	P23381	7	7	7	53.165	24.4	1.33105667407518	2.80E-01	23.5753	0	23.5951	0	24.512	0	23.2679	0	23.671	0	23.5059	0	
	SNW1	SNW domain-containing protein 1	9	9	Q13573	Q13573	9	9	9	61.494	21.8	0.948535779931538	8.64E-01	23.1501	0	23.9021	0	22.8816	0	23.325	0	23.9099	0	22.9276	0	
	GOLGA7	Golgin subfamily A member 7	4	4	Q7Z5G4	Q7Z5G4	4	4	4	15.824	32.1	0.811151894096327	7.94E-02	23.6315	0	23.3815	0	23.8145	0	23.9693	0	23.8689	0	23.8951	0	
	HSPBP1	Hsp70-binding protein 1	3	3	Q9NZL4	Q9NZL4	3	3	3	39.474	8.3	1.30140770467287	4.88E-01	24.4065	0	23.1641	0	24.0695	0	23.1539	0	23.1823	0	24.1636	0	
	TOP2B	DNA topoisomerase 2-beta	13	8	Q02880	Q02880	13	8	8	183.26	8.2	0.984454613550312	9.22E-01	23.64	0	23.9775	0	23.5716	0	23.9371	0	23.9182	0	23.4017	0	
	USP48	Ubiquitin carboxyl-terminal hydrolase 48	8	8	Q86UV5	Q86UV5	8	8	8	119.03	9.2	1.13376764200346	2.53E-01	23.8382	0	24.0223	0	23.7986	0	23.8281	0	23.8158	0	23.4717	0	
	PDCD10	Programmed cell death protein 10	3	3	Q9BUL8	Q9BUL8	3	3	3	24.701	15.1	0.913536957534073	5.10E-01	23.4681	0	23.6193	0	23.8574	0	23.7865	0	24.0186	0	23.5311	0	
	PAPSS1	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	8	8	O43252	O43252	8	8	8	70.832	15.4	1.06419114190163	7.26E-01	23.8715	0	23.2891	0	23.6282	0	23.8196	0	23.2394	0	23.4606	0	
	CNOT4	CCR4-NOT transcription complex subunit 4	8	8	O95628	O95628	8	8	8	63.509	18.3	0.764731390611749	1.14E-01	22.7655	0	22.9662	0	23.2399	0	23.6275	0	23.1672	0	23.3378	0	
	TSPYL1	Testis-specific Y-encoded-like protein 1	3	3	Q9H0U9	Q9H0U9	3	3	3	49.192	11	0.959631486610008	7.89E-01	23.4756	0	23.2336	0	23.713	0	23.7117	0	23.2237	0	23.6652	0	
	MYH14	Myosin-14	8	2	Q7Z406	Q7Z406	8	2	2	227.87	3.8	0.707916938171462	8.20E-01	23.9298	0	18.9585	1	23.9298	0	20.3869	1	24.196	0	23.7301	0	
	MAPRE1	Microtubule-associated protein RP/EB family member 1	6	6	Q15691	Q15691	6	6	6	29.999	37.3	0.906349886741582	3.04E-01	23.6593	0	23.7437	0	23.5361	0	23.5857	0	23.9313	0	23.8477	0	
	TRIM26	Tripartite motif-containing protein 26	9	9	Q12899	Q12899	9	9	9	62.165	16.5	0.946176083887164	7.57E-01	23.2917	0	23.1197	0	23.8666	0	23.6175	0	23.3396	0	23.5602	0	
	LEPRE1	Prolyl 3-hydroxylase 1	5	5	Q32P28	Q32P28	5	5	5	83.393	7.6	1.16232296975411	3.94E-01	23.952	0	23.8279	0	23.8091	0	23.8623	0	23.1996	0	23.8761	0	
	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	9	9	O43143	O43143	9	9	9	90.932	12.7	1.02022099839903	9.33E-01	23.1224	0	23.6035	0	24.0056	0	23.8596	0	23.1865	0	23.5989	0	
	EIF5B	Eukaryotic translation initiation factor 5B	6	6	O60841	O60841	6	6	6	138.83	7.2	0.914526575880061	7.61E-01	23.6006	0	23.3918	0	23.212	0	23.6823	0	24.1	0	22.8089	0	
	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	10	10	Q99613;B5ME19	Q99613;B5ME19	10;10	10;10	10;10	105.34	12.2	1.01205444213626	9.56E-01	23.1023	0	24.1054	0	23.44	0	23.5054	0	23.5367	0	23.5537	0	
	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	3	3	Q9BTT0	Q9BTT0	3	3	3	30.692	12.3	1.2497997875737	5.90E-02	24.0605	0	23.9755	0	23.7647	0	23.4654	0	23.7627	0	23.6075	0	
	NEURL4	Neuralized-like protein 4	11	11	Q96JN8	Q96JN8	11	11	11	166.9	9.4	0.856226860607669	5.90E-01	23.512	0	24.0031	0	23.0097	0	23.5264	0	24.2368	0	23.4334	0	
	SKIV2L2	Superkiller viralicidic activity 2-like 2	12	12	P42285	P42285	12	12	12	117.8	15.5	1.08318074620012	3.95E-01	24.0398	0	23.8294	0	23.7466	0	23.9217	0	23.6468	0	23.7014	0	
	NUP155	Nuclear pore complex protein Nup155	11	11	O75694	O75694	11	11	11	155.2	9	0.947858428262454	7.14E-01	23.8046	0	23.71	0	23.8932	0	24.0853	0	23.5017	0	24.0526	0	
	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	O14562	O14562	5	5	5	33.382	18.8	0.943570683356042	4.79E-01	23.5949	0	23.4438	0	23.5023	0	23.4312	0	23.7701	0	23.591	0	
	USP1	Ubiquitin carboxyl-terminal hydrolase 1	6	6	O94782	O94782	6	6	6	88.206	8.4	1.05762794365573	6.68E-01	23.4706	0	23.7798	0	23.3431	0	23.6844	0	23.3104	0	23.3562	0	
	C21orf59	UPF0769 protein C21orf59	5	5	P57076	P57076	5	5	5	33.224	26.2	1.21016855222578	3.12E-01	23.4372	0	24.1834	0	23.9373	0	23.7614	0	23.4705	0	23.5005	0	
	PDE4DIP	Myomegalin	9	9	Q5VU43	Q5VU43	9	9	9	265.08	4.1	0.792062950211778	1.36E-01	23.745	0	23.2794	0	23.7771	0	24.099	0	23.8838	0	23.8275	0	
	AP1M1	AP-1 complex subunit mu-1	10	10	Q9BXS5;Q9Y6Q5	Q9BXS5	10;2	10;2	10;2	48.586	31.2	0.806064952201914	3.37E-01	23.468	0	23.1357	0	23.6986	0	24.1781	0	23.3756	0	23.6816	0	
	UBAP2L	Ubiquitin-associated protein 2-like	6	6	Q14157	Q14157	6	6	6	114.53	9.5	0.897142460986319	5.16E-01	23.5961	0	23.8264	0	23.434	0	23.6551	0	24.145	0	23.5261	0	
	HSPD1	60 kDa heat shock protein, mitochondrial	10	10	P10809	P10809	10	10	10	61.054	28.3	0.753857633269303	2.13E-01	23.2102	0	22.9951	0	23.6206	0	24.082	0	23.4022	0	23.5647	0	
	S100A8	Protein S100-A8;Protein S100-A8, N-terminally processed	3	3	P05109	P05109	3	3	3	10.834	31.2	1.13080094975831	6.53E-01	23.658	0	24.3491	0	23.541	0	23.146	0	23.8775	0	23.9926	0	
	RFWD3	E3 ubiquitin-protein ligase RFWD3	7	7	Q6PCD5	Q6PCD5	7	7	7	85.093	11.9	0.973123826807163	9.18E-01	23.9911	0	23.2748	0	23.9233	0	24.1925	0	23.2549	0	23.8597	0	
	IPO8	Importin-8	10	10	O15397	O15397	10	10	10	119.94	12	0.877433077951047	6.47E-01	23.6406	0	23.9467	0	22.8151	0	23.3965	0	23.9981	0	23.5738	0	
	LAS1L	Ribosomal biogenesis protein LAS1L	6	6	Q9Y4W2	Q9Y4W2	6	6	6	83.064	12.8	0.961584335890523	9.06E-01	23.7088	0	22.7939	0	24.0195	0	23.6942	0	23.063	0	23.9345	0	
	PLEC	Plectin	20	16	Q15149	Q15149	20	20	16	531.78	5.6	1.00039802330439	9.97E-01	23.6186	0	23.8888	0	23.8725	0	23.8723	0	23.5686	0	23.9373	0	
	ZFYVE16	Zinc finger FYVE domain-containing protein 16	7	7	Q7Z3T8	Q7Z3T8	7	7	7	168.9	7.1	0.882494994149883	4.56E-01	23.7863	0	23.3108	0	23.8209	0	23.8224	0	23.5694	0	24.0672	0	
	TXNDC5	Thioredoxin domain-containing protein 5	5	5	Q8NBS9	Q8NBS9	5	5	5	47.628	14.6	1.4089535011194	2.45E-01	23.2405	0	23.9683	0	24.1915	0	23.1425	0	23.7466	0	23.0273	0	
	SERPINB12	Serpin B12	9	9	Q96P63	Q96P63	9	9	9	46.276	31.6	0.935031582013264	7.08E-01	23.6205	0	23.4721	0	23.7354	0	23.4219	0	23.5397	0	24.1572	0	
	POTEE;POTEI;POTEF;POTEKP;POTEJ	POTE ankyrin domain family member E;POTE ankyrin domain family member I;POTE ankyrin domain family member F;Putative beta-actin-like protein 3;Putative beta-actin-like protein 3, N-terminally processed;POTE ankyrin domain family member J	9	2	Q6S8J3;P0CG38;A5A3E0;Q9BYX7;P0CG39	Q6S8J3;P0CG38;A5A3E0;Q9BYX7;P0CG39	9;8;8;6;6	2;2;1;2;2	2;2;1;2;2	121.36	8.5	0.775909879021293	8.12E-01	21.0358	1	20.1893	1	19.185	1	18.8313	1	23.1483	0	19.5285	1	
	STRAP	Serine-threonine kinase receptor-associated protein	7	7	Q9Y3F4	Q9Y3F4	7	7	7	38.438	27.4	0.865425778395873	3.10E-01	23.4645	0	23.36	0	23.7565	0	23.8984	0	23.8401	0	23.4681	0	
	KDM1A	Lysine-specific histone demethylase 1A	8	8	O60341	O60341	8	8	8	92.902	13.6	0.909076746156359	5.52E-01	23.782	0	23.3683	0	23.7765	0	24.0567	0	23.4956	0	23.787	0	
	SH3GL1	Endophilin-A2	5	5	Q99961;Q99962;Q99963	Q99961	5;2;1	5;2;1	5;2;1	41.489	12.8	0.924842755298084	7.28E-01	23.5411	0	23.4411	0	23.4666	0	23.1945	0	24.1837	0	23.4087	0	
	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	7	4	P63096	P63096	7	4	4	40.361	21.2	1.2661102176709	2.33E-01	23.8289	0	23.6492	0	23.4919	0	23.4335	0	23.6292	0	22.8861	0	
	RAB39A	Ras-related protein Rab-39A	4	3	Q14964;Q9NRW1;P20340	Q14964	4;1;1	4;1;1	3;1;1	25.006	15.2	0.835975750984276	3.57E-01	23.3041	0	23.4206	0	23.5366	0	24.0794	0	23.7048	0	23.2525	0	
	PGM1	Phosphoglucomutase-1	11	11	P36871	P36871	11	11	11	61.448	21.5	1.06651466245375	8.07E-01	24.0245	0	23.4026	0	23.1789	0	23.5565	0	22.9631	0	23.8077	0	
	CAP1	Adenylyl cyclase-associated protein 1	8	8	Q01518;P40123	Q01518	8;1	8;1	8;1	51.901	24.6	0.888397969121973	7.22E-01	23.1221	0	22.9239	0	24.0568	0	23.082	0	23.4919	0	24.0411	0	
	EIF3F	Eukaryotic translation initiation factor 3 subunit F	7	7	O00303	O00303	7	7	7	37.563	24.1	1.23021289213874	1.30E-01	23.8747	0	23.4944	0	23.9425	0	23.3554	0	23.4531	0	23.6064	0	
	IGHG1	Ig gamma-1 chain C region	5	5	P01857;P01860;CON__sw|2VUOB_CONT|CONT_Chain;CON__sw|P01870.1_CONT|CONT_IgG;P01859;P01861	P01857	5;2;1;1;1;1	5;2;1;1;1;1	5;2;1;1;1;1	36.105	18.5	1.12056551504365	7.87E-01	23.4319	0	24.7663	0	22.9219	0	23.4368	0	23.8244	0	23.3661	0	
	RBM12	RNA-binding protein 12	10	10	Q9NTZ6	Q9NTZ6	10	10	10	97.394	13.3	1.24202309479779	2.21E-01	23.7941	0	23.8275	0	23.7486	0	23.8891	0	23.165	0	23.3781	0	
	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	5	5	P39687;O95626;O43423	P39687	5;1;1	5;1;1	5;1;1	28.585	14.9	0.942096141242656	4.49E-01	23.8543	0	23.5635	0	23.8363	0	23.8672	0	23.8884	0	23.7567	0	
	ANXA1	Annexin A1	9	9	P04083	P04083	9	9	9	38.714	30.3	1.14815148411825	6.88E-01	23.8248	0	23.3828	0	24.0685	0	24.0926	0	22.7394	0	23.8462	0	
	PITPNA	Phosphatidylinositol transfer protein alpha isoform	4	4	Q00169	Q00169	4	4	4	31.806	20.4	0.782267536180247	1.57E-01	23.1522	0	23.2968	0	23.5959	0	23.938	0	23.762	0	23.4078	0	
	VPS26A	Vacuolar protein sorting-associated protein 26A	4	4	O75436	O75436	4	4	4	38.169	15.9	0.9074990261214	3.94E-01	23.6087	0	23.4202	0	23.8785	0	23.8985	0	23.6957	0	23.7333	0	
	PRIM1	DNA primase small subunit	7	7	P49642	P49642	7	7	7	49.901	19.5	1.03971808431138	8.10E-01	23.5961	0	23.2352	0	23.958	0	23.646	0	23.4242	0	23.5505	0	
	DST	Dystonin	15	14	Q03001	Q03001	15	14	14	860.65	3.1	0.962961216864718	5.29E-01	23.5693	0	23.4744	0	23.5132	0	23.4505	0	23.7065	0	23.5633	0	
	RPS12	40S ribosomal protein S12	2	2	P25398	P25398	2	2	2	14.515	24.2	1.02637163108785	9.44E-01	22.5552	0	23.6136	0	24.1888	0	23.4021	0	23.6745	0	23.1683	0	
	KIF4A	Chromosome-associated kinesin KIF4A	12	11	O95239;Q2VIQ3	O95239	12;3	12;3	11;2	139.88	12.1	0.791950958824912	1.76E-01	23.5759	0	23.3844	0	23.3134	0	24.0974	0	23.443	0	23.7428	0	
	SRSF9	Serine/arginine-rich splicing factor 9	3	3	Q13242	Q13242	3	3	3	25.542	11.3	0.986039878539803	6.52E-01	23.6784	0	23.5593	0	23.6086	0	23.6098	0	23.6824	0	23.615	0	
	DEK	Protein DEK	5	5	P35659	P35659	5	5	5	42.674	15.2	1.4425276776525	2.68E-01	23.5418	0	23.9203	0	23.6801	0	23.0771	0	23.9184	0	22.561	0	
	RFC2	Replication factor C subunit 2	6	6	P35250	P35250	6	6	6	39.157	22.3	0.876311684117519	3.46E-01	23.6022	0	23.227	0	23.6904	0	23.722	0	23.4984	0	23.8706	0	
