Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	DNAJB14	DnaJ homolog subfamily B member 14	8	8	Q8TBM8	Q8TBM8	8	8	8	42.515	19.8	1.257307906826	0.337011716692305	26.0028	0	25.1467	0	25.7531	0	25.5608	0	25.3549	0	24.9958	0	
	SIRT1	NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment	12	12	Q96EB6	Q96EB6	12	12	12	81.68	24.2	1.52697135673788	0.082211013077034	25.8183	0	25.8132	0	26.4224	0	25.5948	0	25.0667	0	25.5604	0	
	PDE12	2,5-phosphodiesterase 12	7	7	Q6L8Q7	Q6L8Q7	7	7	7	67.351	12	1.13240733560517	0.674709771685183	26.0712	0	25.5594	0	25.721	0	25.7459	0	26.1576	0	24.9099	0	
	CCDC93	Coiled-coil domain-containing protein 93	12	12	Q567U6	Q567U6	12	12	12	73.197	19	0.743151368195748	0.10430641043527	25.3122	0	25.4476	0	24.8424	0	25.7076	0	25.7309	0	25.4486	0	
	RAB6A;RAB6B;RAB39A	Ras-related protein Rab-6A;Ras-related protein Rab-6B;Ras-related protein Rab-39A	2	2	P20340;Q9NRW1;Q14964	P20340;Q9NRW1;Q14964	2;1;1	2;1;1	2;1;1	23.593	11.1	1.01421140289922	0.992522361071604	20.7931	1	25.5577	0	21.1346	1	20.6059	1	21.7285	1	25.0899	0	
	HBS1L	HBS1-like protein	10	10	Q9Y450	Q9Y450	10	10	10	75.472	18.1	0.83755335320998	0.429536426764887	25.3635	0	25.4518	0	25.2365	0	25.5938	0	26.1053	0	25.1199	0	
	SLC38A1	Sodium-coupled neutral amino acid transporter 1	3	3	Q9H2H9	Q9H2H9	3	3	3	54.047	5.3	1.19634210465521	0.339428261699216	26.0306	0	25.7983	0	25.2625	0	25.3305	0	25.5758	0	25.4092	0	
	KIF3A	Kinesin-like protein KIF3A	7	7	Q9Y496	Q9Y496	7	7	7	80.04	11.4	1.18759506220718	0.436267639457755	26.0816	0	25.5819	0	25.6526	0	25.5663	0	25.0872	0	25.9184	0	557
	C21orf59	UPF0769 protein C21orf59	6	6	P57076	P57076	6	6	6	33.224	19	0.849901173764754	0.865707340500354	22.0058	1	25.6417	0	26.0375	0	25.1888	0	24.7683	0	24.4319	0	
	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	8	4	Q6N069	Q6N069	8	4	4	101.46	9.4	0.588596961573394	0.434896587596891	21.0607	1	21.3891	1	21.5494	1	20.3753	1	23.1752	0	22.7427	1	
	ATG3	Ubiquitin-like-conjugating enzyme ATG3	4	4	Q9NT62	Q9NT62	4	4	4	35.864	14.6	1.28286468078346	0.250896151664164	25.2578	0	25.2103	0	25.745	0	25.3113	0	25.1849	0	24.6388	0	
	NAE1	NEDD8-activating enzyme E1 regulatory subunit	5	5	Q13564	Q13564	5	5	5	60.246	12.5	1.31165290631848	0.21602897249611	25.9188	0	25.2232	0	25.2236	0	25.1062	0	25.2679	0	24.8175	0	
	KPNA3	Importin subunit alpha-4	7	5	O00505	O00505	7	7	5	57.81	18.6	0.895722654368815	0.548342616478196	25.2895	0	24.7599	0	25.4522	0	25.2212	0	25.5718	0	25.1853	0	
	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	5	5	P60604	P60604	5	5	5	18.566	38.2	0.526235324358984	0.453809935614007	22.3908	1	25.5072	0	25.8906	0	25.3629	0	25.3945	0	25.8099	0	
	CLIC1	Chloride intracellular channel protein 1	5	5	O00299	O00299	5	5	5	26.922	33.6	0.501592610667762	0.567683145208133	20.9031	1	25.528	0	25.8542	0	24.9778	0	25.0613	0	25.2324	0	
	ARMC6	Armadillo repeat-containing protein 6	4	4	Q6NXE6	Q6NXE6	4	4	4	54.141	9.6	0.801179826481078	0.444021500377212	24.7075	0	25.0729	0	24.9862	0	25.2093	0	24.6346	0	25.8821	0	
	CENPE	Centromere-associated protein E	24	24	Q02224	Q02224	24	24	24	316.41	8.1	0.719976638268723	0.346696933195246	26.4262	0	25.1646	0	25.0921	0	26.0796	0	26.1841	0	25.8411	0	
	EEF2K	Eukaryotic elongation factor 2 kinase	8	8	O00418	O00418	8	8	8	82.143	11.2	1.14958329280862	0.507144827075672	26.0736	0	25.191	0	25.6252	0	25.6182	0	25.4208	0	25.2475	0	
	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	6	6	Q9NQG5	Q9NQG5	6	6	6	36.899	29.4	1.11660738272783	0.212377742454349	25.1626	0	24.9558	0	25.2791	0	24.8815	0	25.0573	0	24.9813	0	
	CCDC8	Coiled-coil domain-containing protein 8	10	10	Q9H0W5	Q9H0W5	10	10	10	59.374	27	1.59576919321058	0.081718427320675	25.7693	0	25.4419	0	26.094	0	25.0771	0	24.7176	0	25.4878	0	
	AUP1	Ancient ubiquitous protein 1	7	7	Q9Y679	Q9Y679	7	7	7	53.028	17.4	0.92308793933289	0.678479921572898	25.4906	0	24.9747	0	25.1907	0	25.516	0	25.5731	0	24.9132	0	
	GOLGA4	Golgin subfamily A member 4	27	26	Q13439	Q13439	27	26	26	261.14	12.6	0.771311753269939	0.269606277454381	25.6765	0	25.582	0	26.0736	0	25.8592	0	26.6512	0	25.9455	0	
	HSPBP1	Hsp70-binding protein 1	6	6	Q9NZL4	Q9NZL4	6	6	6	39.474	21.5	0.807386293279782	0.105141459186326	24.9622	0	24.854	0	25.1968	0	25.1642	0	25.2522	0	25.5226	0	
	SLC6A15	Sodium-dependent neutral amino acid transporter B(0)AT2	8	8	Q9H2J7	Q9H2J7	8	8	8	81.835	13.6	1.14457579275983	0.515417310005538	25.521	0	25.2319	0	26.0394	0	25.3191	0	25.2174	0	25.6714	0	
	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	11	9	O00425	O00425	11	9	9	63.704	25.2	1.03669837039483	0.667107771478712	25.5872	0	25.4001	0	25.5569	0	25.6253	0	25.4699	0	25.2929	0	66;76
	PKN2	Serine/threonine-protein kinase N2	11	11	Q16513	Q16513	11	11	11	112.03	13.3	0.746490600619375	0.573037442667664	24.2111	0	24.3506	0	26.2569	0	25.3858	0	25.6863	0	25.012	0	
	PNMA1	Paraneoplastic antigen Ma1	5	5	Q8ND90	Q8ND90	5	5	5	39.761	15.3	1.09144845584424	0.58404323790019	25.2162	0	25.0849	0	25.5237	0	25.4843	0	24.9813	0	24.9805	0	
	PRKDC	DNA-dependent protein kinase catalytic subunit	19	19	P78527	P78527	19	19	19	469.08	5.6	1.50115921574571	0.098134112685924	26.2469	0	26.4676	0	25.9111	0	26.0006	0	25.2399	0	25.6267	0	
	EHD4	EH domain-containing protein 4	9	8	Q9H223	Q9H223	9	9	8	61.174	19.8	1.28506024848047	0.317023896845493	24.8516	0	25.4683	0	25.7396	0	25.1573	0	25.1789	0	24.6377	0	
	ZNF330	Zinc finger protein 330	2	2	Q9Y3S2	Q9Y3S2	2	2	2	36.201	10	0.572997599451736	0.332091683659011	23.1495	0	25.3194	0	25.2836	0	25.1964	0	25.3368	0	25.6296	0	
	THUMPD1	THUMP domain-containing protein 1	5	5	Q9NXG2	Q9NXG2	5	5	5	39.315	22.7	1.40006227508745	0.327003198030221	25.7791	0	25.1189	0	25.524	0	25.7689	0	24.618	0	24.5787	0	
	SLU7	Pre-mRNA-splicing factor SLU7	6	6	O95391	O95391	6	6	6	68.386	11.8	1.12156404079134	0.579859798112579	25.7354	0	25.6705	0	25.7922	0	25.9886	0	25.0562	0	25.6567	0	
	TCEAL4	Transcription elongation factor A protein-like 4	7	7	Q96EI5;Q9H3H9	Q96EI5	7;1	7;1	7;1	24.647	30.2	1.09667496508903	0.717475375129666	25.5909	0	24.4122	0	25.0777	0	24.9497	0	24.8371	0	24.8946	0	
	GSPT1;GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	5	5	P15170;Q8IYD1	P15170;Q8IYD1	5;4	5;4	5;4	55.755	9.8	1.48391658868902	0.140279755416531	25.4195	0	25.2589	0	26.0596	0	24.7993	0	24.8397	0	25.3907	0	
	SMC6	Structural maintenance of chromosomes protein 6	12	12	Q96SB8	Q96SB8	12	12	12	126.32	13	0.827993874605308	0.098276572140163	25.0536	0	25.1937	0	25.3899	0	25.5987	0	25.3279	0	25.5274	0	
	PAPSS1	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	7	7	O43252	O43252	7	7	7	70.832	11.2	1.18749463871672	0.444916999810155	26.0016	0	25.4718	0	25.1102	0	25.1099	0	25.551	0	25.179	0	
	SLC29A1	Equilibrative nucleoside transporter 1	5	5	Q99808	Q99808	5	5	5	50.219	14.3	1.491991172724	0.095842911903624	25.7776	0	25.2658	0	25.5429	0	24.927	0	25.3462	0	24.5813	0	
	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6	6	P04843	P04843	6	6	6	68.569	10.7	1.08303660148542	0.460375284239447	25.5359	0	25.4913	0	25.3599	0	25.596	0	25.2934	0	25.1526	0	
	TSG101	Tumor susceptibility gene 101 protein	7	7	Q99816	Q99816	7	7	7	43.944	17.7	1.13436505890862	0.470438655389857	25.4407	0	25.0637	0	25.2463	0	25.0887	0	24.7108	0	25.4056	0	10
	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	24	24	Q14204	Q14204	24	24	24	532.4	5.3	0.585901074151226	0.202265587374764	26.0388	0	24.6416	0	25.286	0	26.0814	0	26.6281	0	25.5706	0	
	PEX19	Peroxisomal biogenesis factor 19	6	6	P40855	P40855	6	6	6	32.806	28.8	1.12027816666642	0.727163380563701	24.3959	0	25.0471	0	25.8057	0	25.0109	0	24.6072	0	25.139	0	
	FYCO1	FYVE and coiled-coil domain-containing protein 1	18	18	Q9BQS8	Q9BQS8	18	18	18	166.98	12.4	0.632901986030066	0.205857644922483	25.8292	0	24.72	0	26.0225	0	25.9769	0	26.0686	0	26.5061	0	
	ACACA	Acetyl-CoA carboxylase 1;Biotin carboxylase	17	17	Q13085;O00763	Q13085	17;4	17;4	17;4	265.55	8.1	0.946571047132599	0.879890644383046	26.2674	0	24.8658	0	26.071	0	26.0474	0	25.3665	0	26.028	0	
	ACTR3	Actin-related protein 3	8	8	P61158;Q9P1U1	P61158	8;1	8;1	8;1	47.371	19.9	0.584614290342022	0.642101966518025	25.7315	0	25.6871	0	21.1056	1	25.2685	0	24.7575	0	24.8215	0	
	ATXN2L	Ataxin-2-like protein	9	9	Q8WWM7	Q8WWM7	9	9	9	113.37	10.9	0.919033273378961	0.643991299557438	25.6337	0	24.8863	0	25.3854	0	25.6137	0	25.4108	0	25.2463	0	
	SKP1	S-phase kinase-associated protein 1	4	4	P63208	P63208	4	4	4	18.658	34.4	0.547386591221618	0.478033134010963	25.1045	0	25.383	0	22.0271	1	25.4646	0	24.5021	0	25.1559	0	
	PML	Protein PML	11	11	P29590	P29590	11	11	11	97.55	11	1.31223308410629	0.253710826446948	25.7288	0	25.7037	0	25.1763	0	24.6972	0	25.4802	0	25.2555	0	
	NUP85	Nuclear pore complex protein Nup85	6	6	Q9BW27	Q9BW27	6	6	6	75.019	11.9	1.30411039396314	0.155604087103277	25.9143	0	25.5262	0	25.3668	0	25.4763	0	25.2153	0	24.9665	0	
	SASS6	Spindle assembly abnormal protein 6 homolog	9	9	Q6UVJ0	Q6UVJ0	9	9	9	74.396	14.6	1.08157371800667	0.736994081108773	25.604	0	24.9378	0	24.7021	0	24.6581	0	25.1953	0	25.0511	0	
	ANTXR1	Anthrax toxin receptor 1	5	5	Q9H6X2	Q9H6X2	5	5	5	62.788	8.3	0.525603577334912	0.624239146338334	20.687	1	25.8037	0	25.7654	0	24.1713	0	25.3515	0	25.517	0	
	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	6	6	P49419	P49419	6	6	6	58.486	15.2	0.528372028921122	0.544734648534405	25.6151	0	25.5302	0	21.4208	1	24.8076	0	25.2748	0	25.2449	0	
	SLC25A5;SLC25A6;SLC25A4	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed;ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	6	6	P05141;P12236;P12235;Q9H0C2	P05141;P12236;P12235	6;5;4;2	6;5;4;2	6;5;4;2	32.852	18.8	0.981003439632766	0.991462950719475	21.9922	1	26.8751	0	22.2957	1	25.9818	0	25.182	0	20.0823	1	
	RPL3	60S ribosomal protein L3	4	4	P39023;Q92901	P39023	4;1	4;1	4;1	46.108	8.2	0.891279605964394	0.319397858534639	25.4885	0	25.3976	0	25.5889	0	25.9257	0	25.5563	0	25.4911	0	
	RANBP2	E3 SUMO-protein ligase RanBP2	14	10	P49792	P49792	14	14	10	358.2	5.5	1.8770407877416	0.107123560739688	26.3814	0	25.8353	0	26.5637	0	26.0458	0	24.7357	0	25.2734	0	
	AMOTL1	Angiomotin-like protein 1	13	12	Q8IY63	Q8IY63	13	12	12	106.57	17.9	1.17461095638827	0.277923966916032	25.5755	0	24.9932	0	25.493	0	25.1896	0	25.0901	0	25.0855	0	
	UBE2E1	Ubiquitin-conjugating enzyme E2 E1	3	1	P51965	P51965	3	1	1	21.404	19.2	0.730454846577354	0.268493638321609	21.3253	1	21.9484	1	21.8634	0	22.1411	1	21.6687	1	22.6867	1	
	MAPK1	Mitogen-activated protein kinase 1	5	5	P28482	P28482	5	5	5	41.389	10.8	1.26738689236021	0.081884179190051	25.0322	0	24.7878	0	25.2646	0	24.7937	0	24.6214	0	24.6439	0	
	HDGF	Hepatoma-derived growth factor	6	6	P51858	P51858	6	6	6	26.788	35	1.39148272693933	0.19729450974585	25.741	0	25.1965	0	25.0199	0	25.1736	0	24.4278	0	24.9262	0	
	ADD1	Alpha-adducin	11	10	P35611	P35611	11	11	10	80.954	16.6	1.32951402848466	0.069926211590659	25.4766	0	25.3706	0	25.7451	0	25.3177	0	24.8894	0	25.1526	0	
	TOP1	DNA topoisomerase 1	13	13	P11387;Q969P6	P11387	13;1	13;1	13;1	90.725	17	0.937696010706916	0.785657028384285	25.8233	0	24.8227	0	25.4202	0	25.1922	0	25.5217	0	25.6308	0	
	RCC1	Regulator of chromosome condensation	5	5	P18754	P18754	5	5	5	44.969	14.5	1.42901196891098	0.81253560371603	21.6873	1	25.3703	0	21.4168	1	21.1729	1	20.3176	1	25.4389	0	
	CBX5	Chromobox protein homolog 5	4	4	P45973	P45973	4	4	4	22.225	14.7	0.850917990425773	0.866050865398085	26.227	0	21.9976	1	25.4086	0	24.7341	0	24.821	0	24.7769	0	
	TRIP11	Thyroid receptor-interacting protein 11	21	21	Q15643	Q15643	21	21	21	227.58	10.4	0.912227773515952	0.710179284429508	26.1802	0	25.1778	0	25.9394	0	25.6886	0	25.8484	0	26.158	0	
	OCRL	Inositol polyphosphate 5-phosphatase OCRL-1	7	7	Q01968	Q01968	7	7	7	104.2	8.1	0.806632254213288	0.463023464302041	25.1028	0	25.095	0	24.0508	0	25.284	0	25.1338	0	24.7609	0	
	SF1	Splicing factor 1	7	7	Q15637	Q15637	7	7	7	68.329	11.9	1.43022883990649	0.083822382362887	25.2322	0	25.4008	0	25.7917	0	25.2605	0	24.7666	0	24.8489	0	
	RIOK1	Serine/threonine-protein kinase RIO1	9	9	Q9BRS2	Q9BRS2	9	9	9	65.582	17.4	0.555656805301525	0.56819315828342	25.7165	0	25.6008	0	21.5848	1	24.8943	0	25.2021	0	25.3488	0	
	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	6	6	Q9UNF0	Q9UNF0	6	6	6	55.738	11.7	1.38771374291585	0.098048284625324	25.4041	0	25.349	0	25.2702	0	24.8032	0	24.5303	0	25.2717	0	
	KPNA1	Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed	4	4	P52294	P52294	4	4	4	60.221	10.4	0.530814983554273	0.510651956273458	24.9171	0	21.7242	1	25.8819	0	24.8764	0	25.4072	0	24.9806	0	
	ANXA7	Annexin A7	7	7	P20073	P20073	7	7	7	52.739	15.4	1.11947941488992	0.666923468253113	25.1684	0	25.1919	0	24.9923	0	25.2563	0	24.2657	0	25.3421	0	
	RNF214	RING finger protein 214	13	13	Q8ND24	Q8ND24	13	13	13	77.667	22.9	1.15624730261502	0.29735551657976	25.1882	0	25.1214	0	25.5421	0	25.2244	0	25.154	0	24.845	0	
	MYL12A;MYL12B;MYL9	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9	5	5	P19105;O14950;P24844	P19105;O14950;P24844	5;5;3	5;5;3	5;5;3	19.794	35.1	1.1660632129685	0.419012520210562	24.5292	0	24.5641	0	25.2465	0	24.6758	0	24.589	0	24.41	0	
	HSD17B4	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	6	6	P51659	P51659	6	6	6	79.685	12.9	1.32366312500797	0.071208198718138	25.1986	0	25.4767	0	25.4624	0	25.1315	0	24.6975	0	25.095	0	
	PEX14	Peroxisomal membrane protein PEX14	5	5	O75381	O75381	5	5	5	41.236	15.4	1.57647140305946	0.067064084444838	25.63	0	24.9186	0	25.7118	0	24.7524	0	24.6375	0	24.9004	0	
	CHMP4B	Charged multivesicular body protein 4b	4	4	Q9H444	Q9H444	4	4	4	24.95	20.1	1.11691778914179	0.21889810404302	25.2642	0	24.9561	0	25.139	0	24.8868	0	24.9079	0	25.086	0	
	TRIM24	Transcription intermediary factor 1-alpha	8	8	O15164	O15164	8	8	8	116.83	12	1.00801282888533	0.95760653242703	25.3894	0	25.3386	0	25.3338	0	25.2947	0	25.0175	0	25.7151	0	
	DDX21	Nucleolar RNA helicase 2	11	11	Q9NR30;Q9BQ39	Q9NR30	11;1	11;1	11;1	87.343	17.1	0.950193801100529	0.723056109397141	24.8151	0	25.1713	0	25.1898	0	25.265	0	24.8319	0	25.3006	0	
	NEK6;NEK7	Serine/threonine-protein kinase Nek6;Serine/threonine-protein kinase Nek7	3	3	Q9HC98;Q8TDX7	Q9HC98;Q8TDX7	3;2	3;2	3;2	35.714	10.2	1.01014472154153	0.949138958763999	25.1226	0	24.5653	0	24.9609	0	25.0714	0	24.609	0	24.9247	0	
	STX10	Syntaxin-10	4	4	O60499	O60499	4	4	4	28.114	19.3	0.796718510959382	0.157428007934159	24.6184	0	24.7184	0	24.2418	0	24.6651	0	24.8183	0	25.0788	0	
	PFDN1	Prefoldin subunit 1	3	3	O60925	O60925	3	3	3	14.21	23.8	0.634267357037556	0.63622685992845	21.5452	1	25.2499	0	25.4504	0	25.0536	0	24.368	0	24.7944	0	
	KIAA1598	Shootin-1	11	11	A0MZ66	A0MZ66	11	11	11	71.639	23.9	0.938185819467146	0.582752305012556	24.8084	0	25.0726	0	25.2435	0	25.0196	0	25.307	0	25.0741	0	
	NUF2	Kinetochore protein Nuf2	6	6	Q9BZD4	Q9BZD4	6	6	6	54.303	13.4	1.68007542203484	0.133717731424144	25.5003	0	24.9592	0	25.6401	0	24.8839	0	23.9423	0	25.0279	0	
	BASP1	Brain acid soluble protein 1	5	5	P80723	P80723	5	5	5	22.693	46.3	1.11726080727188	0.395670799024993	24.7796	0	25.2753	0	24.8662	0	24.7968	0	24.9432	0	24.7012	0	
	DLG1	Disks large homolog 1	9	9	Q12959	Q12959	9	9	9	100.45	10.7	0.503778689297075	0.351069418568759	24.811	0	22.3516	1	25.4106	0	25.1238	0	25.3028	0	25.1141	0	
	NOMO3;NOMO2	Nodal modulator 3;Nodal modulator 2	9	1	P69849;Q5JPE7	P69849;Q5JPE7	9;9	9;9	1;1	134.13	8.7	1.00760067942906	0.967979812354365	25.5276	0	25.1554	0	25.744	0	25.1041	0	25.5447	0	25.7454	0	
	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	9	9	Q5H9R7	Q5H9R7	9	9	9	97.668	13.7	1.27275699976979	0.202009130812313	25.068	0	24.8876	0	25.4147	0	24.4821	0	24.7811	0	25.0633	0	
	RPS6	40S ribosomal protein S6	4	4	P62753	P62753	4	4	4	28.68	18.1	0.607818292909377	0.558619381976743	25.2239	0	25.2987	0	21.9013	1	25.028	0	24.6145	0	24.9363	0	
	PPP3CA;PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	5	5	Q08209;P16298;P48454	Q08209;P16298	5;3;1	5;3;1	5;3;1	58.687	10.2	1.32068554313924	0.05178214064939	25.1472	0	24.8138	0	25.1709	0	24.6246	0	24.4964	0	24.807	0	
	STARD3NL	MLN64 N-terminal domain homolog	4	4	O95772	O95772	4	4	4	26.654	24.4	0.512496124464495	0.460474940031025	21.5183	1	25.43	0	24.3608	0	25.0629	0	24.7288	0	24.4107	0	
	SLC39A14	Zinc transporter ZIP14	2	2	Q15043	Q15043	2	2	2	54.212	4.5	1.90159761637917	0.57043084348293	25.0805	0	22.6522	1	22.8414	1	21.948	1	20.7712	1	25.0734	0	
	ABCF1	ATP-binding cassette sub-family F member 1	6	6	Q8NE71	Q8NE71	6	6	6	95.925	8.4	1.02975733313456	0.862722252314403	24.7494	0	25.3689	0	25.2763	0	25.3284	0	25.0284	0	24.9108	0	
	CBX1	Chromobox protein homolog 1	3	2	P83916	P83916	3	2	2	21.418	23.8	0.648626557446054	0.685603458969964	21.2631	1	21.4036	1	21.721	1	24.8804	0	21.2001	1	20.1807	1	
	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3	3	P22061	P22061	3	3	3	24.636	13.2	0.525017348275151	0.442928881810294	21.8373	1	25.1043	0	25.0419	0	25.2189	0	24.9402	0	24.6131	0	
	ACTN1	Alpha-actinin-1	15	8	P12814;P35609;Q08043	P12814	15;3;2	8;1;0	8;1;0	103.06	19.4	1.05470541312296	0.846906371127921	25.0516	0	25.6137	0	24.3868	0	24.9121	0	24.7549	0	25.1545	0	
	RPL4	60S ribosomal protein L4	5	5	P36578	P36578	5	5	5	47.697	15.5	1.25072966807727	0.223285746159512	25.4058	0	25.3495	0	25.9141	0	25.1578	0	25.0487	0	25.4945	0	
	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	8	8	Q9BTU6	Q9BTU6	8	8	8	54.022	17.5	1.22682374912753	0.086946078711977	25.1687	0	24.7628	0	25.0406	0	24.725	0	24.7679	0	24.5945	0	
	ZNF326	DBIRD complex subunit ZNF326	10	10	Q5BKZ1	Q5BKZ1	10	10	10	65.653	21.5	1.15719420205912	0.427404411039644	25.2179	0	24.9292	0	25.4579	0	25.3105	0	24.9873	0	24.6754	0	
	EXOC4	Exocyst complex component 4	10	10	Q96A65	Q96A65	10	10	10	110.5	12.8	1.08150699767487	0.691506075296268	25.3404	0	24.7221	0	25.3682	0	25.2096	0	24.7108	0	25.1712	0	
	LMAN1	Protein ERGIC-53	5	5	P49257	P49257	5	5	5	57.548	9.6	1.01238946510698	0.900450824345448	24.7195	0	24.7449	0	24.6894	0	24.9582	0	24.6223	0	24.52	0	
	TFG	Protein TFG	3	3	Q92734	Q92734	3	3	3	43.447	11.8	1.12505146623065	0.901904803577455	25.0571	0	25.1978	0	22.1428	1	24.7553	0	22.307	1	24.8255	0	
	BRAT1	BRCA1-associated ATM activator 1	6	6	Q6PJG6	Q6PJG6	6	6	6	88.118	10.8	0.715725357971783	0.749281482987411	25.3061	0	26.0963	0	21.538	1	24.6189	0	24.9049	0	24.8641	0	
	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	7	7	Q9NYJ8	Q9NYJ8	7	7	7	76.493	14.4	1.18229659469586	0.394081456842293	25.0143	0	25.0818	0	25.4322	0	24.5087	0	25.0697	0	25.2251	0	
	TOP2A	DNA topoisomerase 2-alpha	14	12	P11388	P11388	14	14	12	174.38	9.5	0.650959638614532	0.159973851160126	25.0907	0	24.5292	0	25.6984	0	25.9361	0	25.5088	0	25.7313	0	
	TMEM9	Transmembrane protein 9	3	3	Q9P0T7;Q9NQ34	Q9P0T7	3;1	3;1	3;1	20.574	14.8	0.60117753322024	0.635089598616185	25.5873	0	21.1371	1	24.8604	0	24.3956	0	24.0489	0	25.3428	0	
	PGM3	Phosphoacetylglucosamine mutase	5	5	O95394	O95394	5	5	5	59.851	8.5	0.979360286219782	0.96121646196388	24.9351	0	23.7018	0	25.6379	0	24.6432	0	25.0562	0	24.6656	0	
	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	2	2	P53611	P53611	2	2	2	36.924	6.6	1.33563240362718	0.798349026403939	22.0352	1	25.0848	0	22.5385	1	21.3204	1	21.9005	1	25.1849	0	
	RABEP2	Rab GTPase-binding effector protein 2	9	9	Q9H5N1	Q9H5N1	9	9	9	63.542	15.6	1.30422429543273	0.21302962359101	25.7937	0	25.0562	0	25.0844	0	24.9264	0	24.7664	0	25.092	0	
	ROCK2	Rho-associated protein kinase 2	15	14	O75116	O75116	15	14	14	160.9	11.5	0.851068995542903	0.621774633236071	25.8466	0	24.5066	0	25.7371	0	25.6239	0	25.4569	0	25.7074	0	
	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	12	12	O14974;O60237	O14974	12;1	12;1	12;1	115.28	14.8	0.52501589261999	0.505840968126506	25.226	0	25.2807	0	21.4726	1	24.6254	0	24.89	0	25.2525	0	
	STX5	Syntaxin-5	6	6	Q13190	Q13190	6	6	6	39.672	17.7	1.27087399793482	0.18369655003835	25.367	0	24.7204	0	24.9771	0	24.4657	0	24.7677	0	24.7936	0	
	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	4	4	Q3SXM5	Q3SXM5	4	4	4	37.001	12.7	0.649561936488519	0.615750821609571	25.6334	0	24.2459	0	21.7639	1	24.8364	0	24.4423	0	24.232	0	
	PUF60	Poly(U)-binding-splicing factor PUF60	7	7	Q9UHX1	Q9UHX1	7	7	7	59.875	18.6	0.819334233490802	0.764113724041594	25.3294	0	24.8817	0	22.4542	1	24.5486	0	24.4	0	24.5792	0	
	LAS1L	Ribosomal biogenesis protein LAS1L	7	7	Q9Y4W2	Q9Y4W2	7	7	7	83.064	12.5	1.09740724080425	0.662265299414633	24.7938	0	25.0008	0	24.9408	0	24.2227	0	25.0863	0	25.0241	0	
	HMGN5	High mobility group nucleosome-binding domain-containing protein 5	7	7	P82970	P82970	7	7	7	31.524	29.4	1.46880716346902	0.249956825266025	25.6642	0	25.0708	0	24.4738	0	24.8626	0	24.085	0	24.5974	0	
	ADAR	Double-stranded RNA-specific adenosine deaminase	11	11	P55265	P55265	11	11	11	136.06	10.8	1.07316953109516	0.655443106178436	25.3284	0	24.8865	0	24.6389	0	24.7635	0	24.9753	0	24.8093	0	
	RTN3	Reticulon-3	3	3	O95197	O95197	3	3	3	112.61	5.6	0.69323624927215	0.744798854449822	21.7709	1	24.5261	0	23.6588	0	21.3321	1	25.5038	0	24.7056	0	
	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	6	5	O95793	O95793	6	6	5	63.182	12.1	0.57090357435302	0.367664755322043	22.5566	1	24.4802	0	25.1544	0	24.5625	0	25.1552	0	24.8995	0	
